Duplication,pair,P1,P2,n.rep_HET_P1P2,n.rep_HET_P2P1,n.rep_HM_P1,n.rep_HM_P2,med_MTX_HET_P1P2,med_MTX_HET_P2P1,med_MTX_HM_P1,med_MTX_HM_P2,HET_P1P2,HET_P2P1,HET.PCA,HM1.PCA,HM2.PCA,nbHET.inter,nbHM.inter,motif_categories_PCA,motif_number_PCA,HM1bg,timesrep.bg.HM1,list.bg.HM1(Pubmed.id),at.list.1.direct.HM1,at.list.1.in.vivo.HM1,at.list.1.regul.nat.HM1,at.list.1.H.throughput.HM1,HM2bg,timesrep.bg.HM2,list.bg.HM2(Pubmed.id),at.list.1.direct.HM2,at.list.1.in.vivo.HM2,at.list.1.regul.nat.HM2,at.list.1.H.throughput.HM2,HETbg,timesrep.bg.HET,list.bg.HET(Pubmed.id),at.list.1.direct.HET,at.list.1.in.vivo.HET,at.list.1.regul.nat.HET,at.list.1.H.throughput.HET,intensity_HMP1_Tarassov,intensity_HMP2_Tarassov,intensity_HETP1P2_Tarassov,intensity_HETP2P1_Tarassov,HM1.Stynen,HM2.Stynen,med_MTX_HM_P1_Stynen,med_MTX_HM_P2_Stynen,comp_list.PDB.monomer_P1,comp_list.PDB.monomer_P2,comp_list.PDB.HM1,comp_list.PDB.HM2,comp_list.PDB.HET,HM1.PDB,HM2.PDB,HET.PDB,HM1.Kim,HM2.Kim,HM1bg.S.PDB.Kim,HM2bg.S.PDB.Kim,motif_categories.bg.S.PDB.Kim,motif_number.bg.S.PDB.Kim,HM1.final,HM2.final,HET.final,motif_categories,motif_number,log10_RNAseq_DMSO_P1,log10_RNAseq_MTX_P1,log10_RNAseq_DMSO_P2,log10_RNAseq_MTX_P2,log10_abundance_paxDB_P1,log10_abundance_paxDB_P2,P.HM.Exp.P1,P.HM.Exp.P2,expression_correl_coeff,age_group,pid
WGD,YDL048C.YLR375W,YDL048C,YLR375W,15,18,14,16,6.08746284125034,6.13514766323602,6.37503943134692,6.32181537553086,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0231255434225,11.8205159605207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.76715586608218,3.18298496700358,2.97726621242729,3.18155777386279,0.825426117767823,1.13353890837022,NA,0.549829120603503,0.399618568462262,1,41.9678714859438
WGD,YDL088C.YMR153W,YDL088C,YMR153W,18,15,17,16,7.72109918870718,8.36194377373524,6.28540221886225,8.64745394047683,1,1,1,0,1,2,1,HM&HET,5,1,1,Reconstituted Complex(19345193),NA,NA,NA,NA,1,2,Affinity Capture-Western(9864357);Two-hybrid(11283351),NA,NA,NA,NA,1,3,Affinity Capture-MS(18046405);Affinity Capture-Western(9864357);Two-hybrid(11283351),NA,NA,NA,NA,NA,NA,NA,NA,0,1,12.2838283052663,14.405550583753,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,HM&HET,6,1,1,1,HM&HET,6,2.79309160017658,2.7419390777292,2.41161970596323,2.46538285144842,1.65030752313194,1.46089784275655,0.384201435359683,0.303690625069449,0.226191900790573,1,32.7402135231317
WGD,YDL130W-A.YDL181W,YDL130W-A,YDL181W,4,4,5,5,7.52747170828666,7.27054830767476,7.21916852046216,7.48381577726426,1,1,1,1,1,2,2,HM&HET,6,1,1,Two-hybrid(22875988),NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,Affinity Capture-MS(16554755),0,1,0,1,NA,NA,NA,NA,NA,0,NA,6.72069401467334,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,HM&HET,5,1,1,1,HM&HET,6,3.11092624226642,3.68868672428412,2.25767857486918,2.31386722036915,1.51719589794997,1.54406804435028,0.681024778717611,0.276102070348738,0.337899286248737,1,47.7272727272727
WGD,YDL137W.YDL192W,YDL137W,YDL192W,18,18,18,18,10.270295326472,10.1433832139898,9.00281501560705,10.7313190310251,1,1,1,1,1,2,2,HM&HET,6,0,0,NA,NA,NA,NA,NA,1,3,Affinity Capture-MS(22940862);PCA(18467557);Reconstituted Complex(18689681),1,1,1,1,1,2,Affinity Capture-MS(11805837);PCA(18467557),NA,NA,NA,NA,NA,129879,NA,32893,0,1,6.7062849234026,15.5671011362353,1mr3_1,2k5u_1,NA,"5a1v_1,5nzr_1,5nzs_1,5nzt_1,5nzu_1,5nzv_1",NA,0,1,0,0,0,0,1,HM&HET,5,1,1,1,HM&HET,6,3.66029616027073,3.66067578833852,3.58353881925435,3.3654879848909,2.39269695325967,2.77742682238931,0.673583687284803,0.604188448197788,0.570166808241188,1,96.1538461538462
WGD,YDL138W.YDL194W,YDL138W,YDL194W,13,16,16,15,6,6.07677601585406,6.17960024256682,6.10852445677817,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9062956847996,10.7286090184033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,1.67209785793572,2.26007138798507,1.70757017609794,1.96378782734556,0.193124598354462,0.14921911265538,NA,0.251287786408215,0.11866033464274,1,54.6563192904656
WGD,YDL175C.YIL079C,YDL175C,YIL079C,17,16,16,15,6.08746284125034,6.20734261790361,6.06608919045777,6.20945336562895,0,0,0,0,0,0,0,NI,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,2,Affinity Capture-MS(15935759);Affinity Capture-Western(15935759),0,1,0,0,NA,NA,NA,NA,0,0,11.0864618531095,11.255580497536,2lli_1,NA,NA,NA,NA,0,NA,NA,0,0,0,0,HET,4,0,0,1,HET,4,2.01703333929878,1.94448267215017,1.63346845557959,1.97772360528885,1.24303804868629,1.15533603746506,0.250807570201695,0.251643597204762,0.234836186142846,1,46.2337662337662
WGD,YDL204W.YDR233C,YDL204W,YDR233C,18,18,18,18,10.4008794362822,10.2771674841552,9.93127025156845,11.0098286173681,1,1,1,1,1,2,2,HM&HET,6,1,1,PCA(18467557),NA,NA,NA,NA,1,1,Affinity Capture-MS(22940862),NA,NA,NA,NA,1,1,Affinity Capture-Western(16002643),NA,NA,NA,NA,53151,NA,88151,NA,1,NA,14.4792579499787,15.432713897188,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,HM&HET,6,1,1,1,HM&HET,6,1.76342799356294,1.98227123303957,2.73957234445009,2.66651798055488,1.67669360962487,3.01199311465926,0.251748780814705,NA,-0.120216964709687,1,28.1725888324873
WGD,YDL224C.YNL197C,YDL224C,YNL197C,20,19,20,20,8.39644597311641,8.12412131182919,6.47564235748349,9.61101418092033,1,1,1,0,1,2,1,HM&HET,5,0,0,NA,0,0,0,0,1,1,PCA(18467557),1,1,1,1,0,0,NA,0,0,0,0,NA,54617,22820,NA,0,NA,11.686711251,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM,2,0,1,1,HM&HET,5,2.8668778143375,2.97909290063833,2.75966784468963,2.6570558528571,1.43296929087441,1.92220627743902,0.473594574396151,0.355874835810723,0.366845366574219,1,40.9395973154362
WGD,YDL239C.YNL225C,YDL239C,YNL225C,12,18,18,15,6.33985000288462,6.32192809488736,6.1598360604735,6.93073733756289,0,0,0,0,1,0,1,HM,2,0,0,NA,NA,NA,NA,NA,1,3,Co-crystal Structure(21454609);FRET(28814505);Two-hybrid(10339566),NA,NA,NA,NA,1,2,Two-hybrid(11742972);Two-hybrid(11973299),NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.5136913157933,12.398750816323,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM&HET,5,0,1,1,HM&HET,5,1.34242268082221,1.73239375982297,2.13672056715641,2.10037054511756,0.212187604403958,1.07188200730613,0.245097222241905,0.256153216672644,0.823585657951647,1,27.1062271062271
WGD,YDR077W.YER150W,YDR077W,YER150W,15,15,15,15,6.5077946401987,6.78135971352466,6.97727992349992,6.08746284125034,0,1,1,1,0,1,1,HM&HET,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2814533224116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,HM&HET,5,4.6306312440205,4.59070811656371,3.35717225772303,2.43775056282039,2.34439227368511,0.728353782021228,0.970257399469622,0.297858367447636,0.55090441201555,1,29.5321637426901
WGD,YDR093W.YER166W,YDR093W,YER166W,5,5,5,5,9.82177398197057,9.68123841177781,8.64024493622235,10.3826240265749,1,1,1,1,1,2,2,HM&HET,6,0,0,NA,NA,NA,NA,NA,1,1,PCA(18467557),1,1,1,1,1,1,PCA(18467557),1,1,1,1,NA,37166,26555,NA,0,1,11.2439808435087,14.3270409469404,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM&HET,5,1,1,1,HM&HET,6,2.08635983067475,1.82607480270083,2.33041377334919,2.30319605742049,1.42160392686983,1.32221929473392,0.248080927116492,0.274564984302106,0.409308707492489,1,68.7116564417178
WGD,YDR098C.YER174C,YDR098C,YER174C,15,15,18,18,6.24792751344359,6.22881869049588,6.31262611087344,6.3037807481771,0,0,0,0,0,0,0,NI,1,1,2,Affinity Capture-Western(23045394);Reconstituted Complex(19715344),NA,NA,NA,NA,1,2,Affinity Capture-Western(20889129);Reconstituted Complex(19715344),NA,NA,NA,NA,1,3,Affinity Capture-Western(23045394);Reconstituted Complex(17074835);Two-hybrid(17074835),NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.3766508193764,11.3909593775957,3d6i_1,NA,NA,NA,NA,0,NA,NA,0,0,1,1,HM&HET,6,1,1,1,HM&HET,6,3.15836249209525,3.11226976841727,2.72672720902657,2.60530504614111,2.04139268515822,1.79518458968242,0.524782777229968,0.340000623015541,0.122136149662229,1,67.704280155642
WGD,YDR099W.YER177W,YDR099W,YER177W,18,18,18,17,10.4665863377192,10.7047682393626,10.4083297407674,10.7515440590891,1,1,1,1,1,2,2,HM&HET,6,1,2,Reconstituted Complex(20384366);Two-hybrid(11931638),NA,NA,NA,NA,1,1,Reconstituted Complex(20384366),NA,NA,NA,NA,1,7,Affinity Capture-MS(11805826);Affinity Capture-MS(16429126);Affinity Capture-MS(16554755);Affinity Capture-Western(12507503);Affinity Capture-Western(20826334);Reconstituted Complex(22320399);Two-hybrid(11931638),1,1,0,1,NA,NA,NA,NA,NA,NA,15.2416713996673,15.6033830748469,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,HM&HET,6,1,1,1,HM&HET,6,3.37456506072277,3.26054837263698,3.87262237902529,3.76454971906447,3.00216606175651,3.31323429169472,0.575398585181437,0.702930928653678,0.608351282196775,1,92.7272727272727
WGD,YDR111C.YLR089C,YDR111C,YLR089C,15,16,15,15,6.39231742277876,6.35712275883306,6.18982455888002,6.59991284218713,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3288007533729,11.3892816281449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.27875360095283,2.09342168516224,2.93901977644867,3.15044940946088,1.5092025223311,1.95904139232109,0.255799325033901,0.538621664102333,-0.0824887519248425,1,55.3119730185498
WGD,YDR151C.YLR136C,YDR151C,YLR136C,14,15,15,14,6.56173739912207,6.35755200461808,6.5077946401987,6.56206065591459,0,0,0,0,0,0,0,NI,1,1,2,Two-hybrid(23530061),1,1,0,0,1,2,Two-hybrid(23530061),1,1,0,0,1,2,Two-hybrid(23530061),1,1,0,0,NA,NA,NA,NA,0,0,11.5468518323871,11.6382068399693,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,HM&HET,6,1,1,1,HM&HET,6,2.26481782300954,1.92427928606188,1.69897000433602,1.7160033436348,0.307496037913213,0.468347330412157,0.250352199017256,0.244459615655867,0.369226014693084,1,44.7447447447447
WGD,YDR200C.YLR238W,YDR200C,YLR238W,13,17,16,12,6.16992500144231,6.16992500144231,6.16769517734696,6.17905085372042,0,0,0,0,0,0,0,NI,1,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,Two-hybrid(10688190),1,1,0,1,NA,NA,NA,NA,0,0,10.1468750152541,10.6496375532203,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,HET,4,0,0,1,HET,4,2.23044892137827,2.34044411484012,2.2718416065365,2.57518784492766,1.02118929906994,-0.747146969020107,0.279986906159669,0.331401445069566,-0.0470192282318452,1,38.1703470031546
WGD,YDR213W.YLR228C,YDR213W,YLR228C,16,16,16,15,6.3037807481771,6.05328147022244,6.28540221886225,6.04439411935845,0,0,0,0,0,0,0,NI,1,1,1,Reconstituted Complex(25655993),0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.9838579004636,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,HM,2,1,0,0,HM,2,1.49136169383427,1.55630250076729,2.50379068305718,2.88817949391832,0.862131379313037,0.537819095073274,0.235734577408362,0.438103177114526,0.15631718792498,1,47.8658536585366
WGD,YDR223W.YLR223C,YDR223W,YLR223C,13,15,13,15,6.2667865406949,6.37503943134692,6.35755200461808,6.8073549220576,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6930545195919,11.2186687880058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,0.698970004336019,1.14612803567824,2.07918124604762,2.32014628611105,0.113943352306837,1.15533603746506,NA,0.276966923324005,-0.0613522246892121,1,20.8982584784601
WGD,YDR247W.YPL026C,YDR247W,YPL026C,18,18,16,16,6.12928301694497,6.10791815498123,6.06608919045777,6.17987478016116,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3187811951562,11.8375498470448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.83314711191279,3.03059972196595,1.98227123303957,2.3747483460101,1.23044892137827,1.49554433754645,0.493920408704559,0.285780646504266,0.1224684287955,1,45.2427184466019
WGD,YDR253C.YPL038W,YDR253C,YPL038W,16,16,18,18,6.24792751344359,6.5077946401987,6.3037807481771,6.08746284125034,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3550602667851,11.9256211748155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.25527250510331,2.29885307640971,1.8750612633917,1.83884909073726,0.380211241711606,0.944975908412048,0.274020850029238,0.248410530084293,0.103092483244029,1,43.0693069306931
WGD,YDR272W.YOR040W,YDR272W,YOR040W,16,14,14,15,6.14974711950468,6.19562179471372,6.56125224215695,6.32192809488736,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4765663441864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.94596070357757,3.03462845662532,1.91381385238372,1.95424250943932,2.22271647114758,0.397940008672038,0.495476091386705,0.251043976241505,0.404337093671914,1,57.3426573426573
WGD,YDR273W.YOR042W,YDR273W,YOR042W,5,5,5,5,6.8073549220576,6.91886323727459,6.52356195605701,11.0327345285867,1,1,1,0,1,2,1,HM&HET,5,0,0,NA,NA,NA,NA,NA,1,2,Affinity Capture-Western(28504708);PCA(18467557),1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,71728,NA,NA,0,1,11.9579290698561,15.4018289521859,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM,2,0,1,1,HM&HET,5,1.36172783601759,2.14921911265538,2.68124123737559,2.88366143515362,0.0969100130080564,1.84633711212981,0.259066503496677,0.436562573588377,-0.462753212079241,1,27.1714922048998
WGD,YDR345C.YHR096C,YDR345C,YHR096C,18,18,18,18,9.70390357344466,9.4858293087019,10.8415643477306,9.98653895690249,1,1,1,1,1,2,2,HM&HET,6,0,0,NA,NA,NA,NA,NA,1,1,PCA(18467557),1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,34771,NA,37496,NA,0,15.6754708228316,11.7018039979427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,HM,2,0,1,0,HM,2,1.85125834871908,2.14612803567824,1.5910646070265,1.74036268949424,2.75281643118827,0.650307523131936,0.258865330154125,0.245399146492127,-0.162558753631908,1,70.5882352941177
WGD,YDR351W.YHR103W,YDR351W,YHR103W,18,18,17,16,6.16992500144231,5.81740552508586,6.18982455888002,6.31262611087344,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3348136560402,10.4340570864447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.43775056282039,2.47129171105894,2.45484486000851,2.25285303097989,0.350248018334163,0.819543935541869,0.305039310164366,0.268340006286492,0.1529264896469,1,44.6644664466447
WGD,YDR353W.YHR106W,YDR353W,YHR106W,18,16,18,17,9.23807049966348,9.32753123782046,10.9534689622288,6.44294349584873,1,1,1,1,0,2,1,HM&HET,5,1,1,Co-crystal Structure(18930846),NA,NA,NA,NA,1,1,Affinity Capture-MS(22940862),NA,NA,NA,NA,1,4,Affinity Capture-MS(16554755);Affinity Capture-MS(22940862);Affinity Capture-Western(20826334);Two-hybrid(18719252),NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.2640777575951,NA,NA,"3d8x_1,3itj_1",NA,NA,1,NA,NA,0,0,1,1,HM&HET,6,1,1,1,HM&HET,6,4.0365889767554,3.88778603483837,2.28103336724773,2.62736585659273,3.40993312333129,1.4996870826184,0.743057652903919,NA,0.109309520118415,1,80.1749271137026
WGD,YDR368W.YOR120W,YDR368W,YOR120W,14,17,16,17,6.4262647547021,6.44294349584873,6.24792751344359,6.79441586635011,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5515399916836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,3.03702787975578,2.76863810124761,2.45484486000851,3.35869609957381,2.5705429398819,1.70671778233676,0.393734845223125,0.602669774439502,0.668999811183409,1,65.4952076677316
WGD,YDR379W.YOR127W,YDR379W,YOR127W,17,17,18,14,6.35755200461808,6.35755200461808,8.39660478118186,8.00722821102122,0,0,0,1,1,0,2,HM,3,1,3,PCA(18467557);PCA(22615397);Two-hybrid(11087867),1,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,34860,NA,NA,NA,1,0,13.6609117585231,11.6604069525541,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,HM,2,1,1,0,HM,3,2.12710479836481,2.15836249209525,2.56584781867352,2.78103693862113,1.00860017176192,0.60422605308447,0.259692267634452,0.398044437978562,0.320809560806528,1,36.5280289330922
WGD,YDR385W.YOR133W,YDR385W,YOR133W,4,5,4,5,8.72961974279413,8.83289001416474,9.64460870359932,7.97727992349992,1,1,1,1,1,2,2,HM&HET,6,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,Affinity Capture-MS(16554755),0,1,0,1,NA,NA,NA,NA,0,NA,11.438519593746,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,HET,4,1,1,1,HM&HET,6,4.53757985251765,4.42847496614741,3.79483645781456,3.53415307418506,3.47290265180366,3.29512708525219,0.933839571482817,NA,0.835306330849944,1,100
WGD,YDR389W.YOR134W,YDR389W,YOR134W,18,16,18,16,5.83289001416474,6.4178278454199,6.05817198061873,6.16992500144231,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5130440411586,11.1568608635745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.02530586526477,1.88081359228079,1.04139268515823,0.301029995663981,1.35983548233989,0.313867220369153,0.249394744617824,0.149276763666805,0.103166414111372,1,31.969696969697
WGD,YDR406W.YOR153W,YDR406W,YOR153W,15,14,16,18,6.35755200461808,6.4262647547021,6.40085417945823,8.36632221424582,0,0,0,0,1,0,1,HM,2,0,0,NA,NA,NA,NA,NA,1,4,PCA(18467557);PCA(22615397);PCA(23831759);Two-hybrid(11957110),1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,28961,NA,NA,NA,1,NA,14.2162514130986,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM,2,0,1,0,HM,2,1.79239168949825,1.84509804001426,2.28780172993023,2.06818586174616,1.63447727016073,2.67851837904011,0.24855914563257,0.254644054558786,0.18567393620192,1,75.0325945241199
WGD,YDR409W.YOR156C,YDR409W,YOR156C,16,17,15,16,6.2474277922456,6.3037807481771,6.2667865406949,6.37462046951116,0,0,0,0,0,0,0,NI,1,0,0,NA,NA,NA,NA,NA,1,1,Biochemical Activity(20516210),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.1065265904476,2rnn_1,NA,NA,NA,NA,0,NA,NA,0,0,0,1,HM,2,0,1,0,HM,2,1.67209785793572,1.53147891704226,1.49136169383427,1.56820172406699,0.514547752660286,1.3747483460101,NA,0.2365320684023,0.193969751827684,1,32.9399141630901
WGD,YDR436W.YML016C,YDR436W,YML016C,17,16,18,18,7.72109918870718,7.02236781302845,5.97564235748349,10.5077946401987,1,1,1,0,1,2,1,HM&HET,5,0,0,NA,NA,NA,NA,NA,1,1,PCA(18467557),NA,NA,NA,NA,1,2,Affinity Capture-MS(16554755);Affinity Capture-MS(20489023),0,1,0,1,NA,52284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM&HET,5,0,1,1,HM&HET,5,2.26717172840301,2.30749603791321,2.63848925695464,2.61489721603313,0.716003343634799,1.54530711646582,0.275116895334548,0.342960001444525,0.0779926668410363,1,59.2689295039164
WGD,YDR458C.YML034W,YDR458C,YML034W,16,18,17,17,6.16992500144231,6.16867157363702,6.32192809488736,6.37503943134692,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3074419610867,12.1771160804896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,1.95424250943932,2.34439227368511,2.2405492482826,2.56229286445647,1.52633927738984,1.49136169383427,0.280615737837784,0.327809880702643,-0.11566368083986,1,32.2617680826636
WGD,YDR463W.YHR006W,YDR463W,YHR006W,17,18,18,17,6.20945336562895,6.23837310196973,6.25735702706924,6.12928301694497,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63507464865825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.34830486304816,2.23299611039215,2.66651798055488,2.75358305889291,1.02938377768521,1.6570558528571,0.266189626373704,0.388410175451062,0.449131291192681,1,38.9544688026981
WGD,YDR490C.YOL100W,YDR490C,YOL100W,5,4,5,5,6.82017896241519,7.07677601585406,6.5077946401987,7.83920378809694,1,1,1,0,1,2,1,HM&HET,5,0,0,NA,0,0,0,0,1,1,PCA(21118957),1,1,1,1,1,1,PCA(21118957),1,1,1,1,NA,NA,NA,NA,NA,0,NA,12.2113428517483,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM&HET,5,0,1,1,HM&HET,5,2.13033376849501,2.37291200297011,2.12385164096709,2.35218251811136,0.93601079571521,1.01283722470517,0.285432118867235,0.281899813776062,0.180836591780164,1,36.5572315882875
WGD,YDR497C.YOL103W,YDR497C,YOL103W,18,17,18,16,6.4262647547021,6.6724253419715,10.2348174311173,6.14974711950468,0,0,0,1,0,0,1,HM,2,1,1,PCA(18467557),1,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,29481,NA,NA,NA,1,0,15.3816200194668,12.0161664118224,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,HM,2,1,0,0,HM,2,3.00518051250378,3.17811325231463,2.10037054511756,2.11727129565576,2.08278537031645,0.834420703681533,0.548453384173545,0.257074614608677,0.111087439970634,1,77.5777414075286
WGD,YDR502C.YLR180W,YDR502C,YLR180W,18,18,18,18,11.1972166931101,11.004922678569,11.0512089409148,11.1484765821783,1,1,1,1,1,2,2,HM&HET,6,1,1,Two-hybrid(18719252),NA,NA,NA,NA,1,1,Two-hybrid(18719252),NA,NA,NA,NA,1,4,Affinity Capture-MS(16429126);Affinity Capture-MS(16554755);Affinity Capture-Western(26527276);Two-hybrid(18719252),1,1,0,1,NA,NA,NA,NA,NA,NA,15.3071580549098,15.7439870261922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,HM&HET,6,1,1,1,HM&HET,6,4.08195906630048,4.05173119605985,3.96378782734556,4.1229363730163,2.80345711564841,3.34576569311449,NA,0.829162521611674,0.777218849725631,1,91.6883116883117
WGD,YEL041W.YJR049C,YEL041W,YJR049C,15,15,13,15,7.40087943628218,7.34872815423108,6.22881869049588,8.09803208296053,1,1,1,0,1,2,1,HM&HET,5,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,Two-hybrid(11283351),1,1,0,1,NA,NA,NA,NA,0,1,12.1687984639376,13.849849667354,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM&HET,5,0,1,1,HM&HET,5,1.56820172406699,2.13033376849501,2.21748394421391,2.26245108973043,0.562292864456475,1.68663626926229,0.257840413939822,0.26936957824772,0.150907171826814,1,49.3554327808471
WGD,YER031C.YGL210W,YER031C,YGL210W,16,15,14,16,6,6.02236781302845,6.2667865406949,4.97709815519344,0,0,0,0,0,0,0,NI,1,1,1,Affinity Capture-MS(22940862),0,1,0,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.8100143548743,10.1780411195612,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,HM,2,1,0,0,HM,2,3.07188200730613,2.81224469680037,2.56702636615906,2.70926996097583,2.13353890837022,1.85491302230786,NA,0.372884953021096,0.111956484291425,1,81.25
