orf	med	prey	homo	ppi	interaction	D	M	R	type_para	remove_MatA	comp_list	n.study	n.HM	HM.Kim	HM.bg.kim	HM.bg.kim.S	HM.PCA	HM.bg.kim.S.PCA
YDL089W	6.79065914524558	YDL089W	1	0	0	3.15769374687077	4.17998868478701	1.02229493791624	S	NA	Two-hybrid(10688190)	1	1	0	1	1	NA	1
YDL093W	11.300200573858	YDL093W	0	0	0	1.45729484837647	0	-1.45729484837647	ssd-successiv	NA	NA	NA	NA	NA	NA	0	NA	0
YDL097C	7.98198989390767	YDL097C	1	0	0	7.54300861317785	7.03108636719571	-0.511922245982136	S	NA	Affinity Capture-MS(14759368);Affinity Capture-MS(22940862)	2	1	0	1	1	NA	1
YDL098C	11.5388762952559	YDL098C	0	0	0	3.25722489381545	2.60165611094695	-0.655568782868506	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL103C	11.4489921349866	YDL103C	0	0	0	5.39933860081784	4.50034317247624	-0.8989954283416	S	NA	NA	NA	NA	0	0	0	NA	0
YDL104C	11.8164068761339	YDL104C	3	0	0	5.35590780320821	7.26780730780016	1.91189950459195	ssd	NA	Co-crystal Structure(23620299);Co-crystal Structure(25084372);Reconstituted Complex(23620299)	3	3	0	1	1	0	1
YDL105W	11.8928611229041	YDL105W	0	0	0	3.98553686153785	6.01969746716368	2.03416060562583	S	NA	NA	NA	NA	0	0	0	NA	0
YDL106C	9.74811384425018	YDL106C	0	0	0	3.59617186214146	3.44335336200626	-0.152818500135203	ssd	NA	NA	NA	NA	0	0	0	NA	0
YDL107W	11.2835197503168	YDL107W	0	0	0	4.20627594008793	4.60414250752326	0.397866567435339	S	NA	NA	NA	NA	0	0	0	NA	0
YDL108W	11.6566685714826	YDL108W	0	0	0	5.73015082384196	5.1527229088374	-0.577427915004566	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	NA	0	0	NA	0
YDL109C	11.7846595917175	YDL109C	0	0	0	3.39352877791515	3.1878152450034	-0.205713532911747	ssd_wgd	NA	NA	NA	NA	0	0	0	NA	0
YDL112W	10.8497730950334	YDL112W	1	0	0	5.74941090928792	5.44214066975479	-0.307270239533124	S	NA	Affinity Capture-MS(14759368)	1	1	0	1	1	NA	1
YDL114W	11.9206000903333	YDL114W	0	0	0	0.776904935324964	2.79219943280544	2.01529449748047	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL115C	10.9667304325089	YDL115C	0	0	0	4.91893477409804	5.97388445256649	1.05494967846845	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YDL116W	11.40269580434	YDL116W	4	0	0	6.43547191579671	5.65507700338248	-0.780394912414229	S	NA	Affinity Capture-MS(11805837);Affinity Capture-MS(12543930);Affinity Capture-MS(15741174);Affinity Capture-MS(18046405);Affinity Capture-MS(22940862);Reconstituted Complex(15741174);Two-hybrid(11283351)	7	4	0	1	1	NA	1
YDL117W	12.0015347731249	YDL117W	1	0	0	5.09933308089823	5.37717581851133	0.277842737613103	ssd-successiv	NA	PCA(22623719);Two-hybrid(19841731)	2	1	0	1	1	NA	1
YDL119C	12.113528256192	YDL119C	0	0	0	2.64103498409098	3.76755946281604	1.12652447872506	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL120W	10.915629650406	YDL120W	4	0	0	5.84204102661434	6.46272310766406	0.620682081049718	S	NA	Co-crystal Structure(22051511);Reconstituted Complex(12022884);Reconstituted Complex(19491103);Reconstituted Complex(22051511);Reconstituted Complex(27026703)	5	5	0	1	1	NA	1
YDL123W	6.93073733756289	YDL123W	0	0	0	5.65042566976563	3.6841118008666	-1.96631386889903	ssd	NA	PCA(18467557)	1	0	NA	0	0	NA	0
YDL125C	15.5560999503022	YDL125C	2	1	1	8.42697753835131	8.64200835725712	0.215030818905811	ssd	NA	Affinity Capture-Western(10958787);PCA(18467557)	2	2	0	1	1	1	1
YDL126C	6.66797428260115	YDL126C	3	0	0	8.72088037476207	8.60867250536458	-0.112207869397487	ssd-successiv	NA	Affinity Capture-MS(16554755);Affinity Capture-MS(22940862);Affinity Capture-Western(20508643);Reconstituted Complex(26349035);Two-hybrid(14755638)	5	2	0	1	1	NA	1
YDL127W	11.7779312562079	YDL127W	0	0	0	4.20627594008793	3.30601136515964	-0.900264574928282	wgd	NA	Two-hybrid(10688190)	1	0	0	0	0	NA	0
YDL129W	11.6093216722693	YDL129W	0	0	0	0.776904935324964	0.927036267683973	0.150131332359009	S	NA	NA	NA	NA	0	0	0	NA	0
YDL131W	14.5661720279319	YDL131W	1	1	1	7.55316847939807	7.49563121195845	-0.0575372674396233	wgd	NA	PCA(18467557)	1	1	NA	1	1	NA	1
YDL133W	13.4361460122642	YDL133W	0	1	1	5.5627675001856	5.47455285593529	-0.0882146442503116	S	NA	NA	NA	NA	0	0	1	NA	1
YDL134C	11.3120960802745	YDL134C	0	0	0	6.96133392686155	7.28666864503597	0.325334718174419	wgd	NA	Affinity Capture-MS(11805837);Affinity Capture-MS(16554755)	2	0	0	0	0	NA	0
YDL135C	11.2934395887448	YDL135C	0	0	0	4.71786831273266	4.47853828444368	-0.239330028288987	S	NA	NA	NA	NA	0	0	0	NA	0
YDL137W	6.7062849234026	YDL137W	0	0	0	7.84918613874346	6.98563704268517	-0.863549096058292	ssd_wgd	NA	NA	NA	NA	0	0	0	1	1
YDL137W	6.7062849234026	YDL137W	0	0	0	7.84918613874346	6.98563704268517	-0.863549096058292	ssd_wgd	NA	NA	NA	NA	0	0	0	NA	0
YDL138W	10.9062956847996	YDL138W	0	0	0	5.8193641842074	5.34554185825807	-0.473822325949328	wgd	NA	NA	NA	NA	0	0	0	0	0
YDL143W	6.75433069200811	YDL143W	0	0	0	7.84371381579038	7.07041079640787	-0.77330301938251	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YDL147W	9.5635135215023	YDL147W	1	0	0	5.36304488836098	5.0638005968788	-0.299244291482176	ssd-successiv	NA	Affinity Capture-MS(11805837);Affinity Capture-MS(16554755);Affinity Capture-MS(19446322);Affinity Capture-MS(21289098);Affinity Capture-MS(22940862);Affinity Capture-Western(21289098)	6	1	0	1	1	NA	1
YDL149W	9.46119493041378	YDL149W	4	0	0	4.27294138278313	4.79029244968989	0.517351066906764	S	NA	Affinity Capture-MS(23904270);Affinity Capture-Western(18829864);Reconstituted Complex(18829864);Two-hybrid(17426440);Two-hybrid(19337029)	5	4	0	1	1	NA	1
YDL153C	6.89298162353864	YDL153C	1	0	0	4.9797418532182	4.60414250752326	-0.375599345694935	S	NA	Two-hybrid(20884785)	1	1	0	1	1	NA	1
YDL155W	11.0955244851365	YDL155W	0	0	0	5.69019357782486	6.71039319217052	1.02019961434566	wgd	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YDL156W	11.4229900068026	YDL156W	2	0	0	1.85555124269322	0.927036267683973	-0.92851497500925	ssd-successiv	NA	Affinity Capture-MS(22199229)	1	1	0	1	1	NA	1
YDL159W	10.3299944631859	YDL159W	2	0	0	5.97683559661126	7.57485082442598	1.59801522781472	ssd-successiv	NA	FRET(18077328);PCA(21118957);Two-hybrid(7851759);Two-hybrid(8052657);Two-hybrid(8816472)	5	2	0	1	1	NA	1
YDL159W-A	12.041364621817	YDL159W-A	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	0	0	0	NA	0
YDL160C	15.5769934648771	YDL160C	1	1	1	4.1217945774892	2.46122207209101	-1.66057250539819	ssd-successiv	NA	PCA(18467557);Reconstituted Complex(17984320);Reconstituted Complex(20832728);Two-hybrid(10688190);Two-hybrid(17984320)	5	1	0	1	1	NA	1
YDL164C	12.1680350499948	YDL164C	0	0	0	5.58916723357045	4.73784897437117	-0.851318259199275	ssd	NA	NA	NA	NA	NA	NA	0	0	0
YDL165W	11.305749050184	YDL165W	2	0	0	5.82959082550922	6.24438096181901	0.414790136309788	ssd-successiv	NA	Affinity Capture-Western(19707589);Affinity Capture-Western(9463387);PCA(18467557);Two-hybrid(11113136);Two-hybrid(9463387)	5	2	0	1	1	NA	1
YDL166C	11.4894536630472	YDL166C	0	0	0	6.26810871737255	5.77452880066223	-0.493579916710323	S	NA	Two-hybrid(18719252)	1	0	0	0	0	NA	0
YDL167C	11.5013632214144	YDL167C	1	0	0	4.20627594008793	4.98286127406325	0.77658533397532	ssd-successiv	NA	Reconstituted Complex(19345193)	1	1	0	1	1	NA	1
YDL168W	10.532037172382	YDL168W	0	0	0	6.11043215228724	5.90231481249263	-0.208117339794613	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL169C	6.8639602272816	YDL169C	0	0	0	5.3005081479141	6.90131343103023	1.60080528311613	S	NA	NA	NA	NA	0	0	0	NA	0
YDL170W	11.353108878014	YDL170W	0	0	0	3.39352877791515	4.34093962755357	0.947410849638423	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL175C	11.0864618531095	YDL175C	0	0	0	4.56663861090493	3.1878152450034	-1.37882336590153	wgd	NA	Affinity Capture-MS(11805837)	1	0	0	0	0	0	0
YDL176W	11.8249101828041	YDL176W	0	0	0	5.20130451275499	5.56763670836054	0.366332195605545	S	NA	NA	NA	NA	0	0	0	NA	0
YDL177C	6.70017289826735	YDL177C	0	0	0	4.85473875300095	4.54270379224349	-0.312034960757457	ssd	NA	NA	NA	NA	0	0	0	NA	0
YDL179W	11.1308834838637	YDL179W	0	0	0	4.34079011994344	4.66316811470095	0.322377994757507	wgd	NA	NA	NA	NA	0	0	0	NA	0
YDL180W	11.7727245335496	YDL180W	0	0	0	3.02405544462416	4.68342697637019	1.65937153174603	S	NA	NA	NA	NA	0	0	0	NA	0
YDL181W	6.72069401467334	YDL181W	0	0	0	4.48565223066119	5.46811407158363	0.982461840922443	wgd	NA	Two-hybrid(11087867)	1	0	NA	0	0	1	1
YDL182W	13.9182312141761	YDL182W	2	1	1	9.45351346380844	7.91901226832074	-1.5345011954877	wgd	NA	Affinity Capture-MS(16554755);PCA(18467557);PCA(22615397)	3	2	NA	1	1	NA	1
YDL186W	6.72030483337421	YDL186W	0	0	0	4.34079011994344	5.47455285593529	1.13376273599185	S	NA	NA	NA	NA	0	0	0	NA	0
YDL188C	11.5563971940462	YDL188C	0	0	0	3.79099092729537	4.41137878787219	0.620387860576825	wgd	NA	Affinity Capture-MS(11805837);Affinity Capture-MS(16554755)	2	0	0	0	0	NA	0
YDL189W	9.51962420252375	YDL189W	1	0	0	4.23544370018393	3.56874962452115	-0.666694075662781	S	NA	Reconstituted Complex(19345193);Two-hybrid(18719252)	2	1	0	1	1	NA	1
YDL190C	11.9268299147265	YDL190C	1	0	0	5.45309280728622	5.11209540839529	-0.340997398890927	S	NA	Affinity Capture-MS(11805837);Affinity Capture-MS(16554755);Biochemical Activity(17890322);Two-hybrid(16401726)	4	1	0	1	1	NA	1
YDL192W	15.5671011362353	YDL192W	3	1	1	9.99610623620705	9.66923941125265	-0.326866824954408	wgd	NA	Affinity Capture-MS(11805837);Affinity Capture-MS(22940862);PCA(18467557);Reconstituted Complex(18689681)	4	3	0	1	1	1	1
YDL194W	10.7286090184033	YDL194W	0	0	0	4.1217945774892	4.84089622917722	0.719101651688019	wgd	NA	NA	NA	NA	0	0	0	0	0
YDL197C	11.3432065552978	YDL197C	0	0	0	4.06142195950972	3.32389747153499	-0.737524487974731	ssd-successiv	NA	PCA(18467557)	1	0	0	0	0	NA	0
YDL198C	11.710989316944	YDL198C	0	0	0	7.28372735086685	7.10732170969651	-0.176405641170335	ssd-successiv	NA	PCA(18467557)	1	0	0	0	0	NA	0
YDL201W	11.9043582892085	YDL201W	0	0	0	5.05743727487273	4.30512420290556	-0.752313071967168	S	NA	NA	NA	NA	0	0	0	NA	0
YDL203C	11.6115436302222	YDL203C	0	0	0	3.72481395704308	3.1878152450034	-0.536998712039678	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL204W	14.4792579499787	YDL204W	1	1	1	2.52466801633163	3.56874962452115	1.04408160818952	wgd	NA	PCA(18467557)	1	1	1	1	1	1	1
YDL207W	13.5247169831348	YDL207W	2	1	1	6.90005770609635	6.88481767837809	-0.0152400277182503	S	NA	Affinity Capture-MS(18046405);PCA(18467557);Reconstituted Complex(18046405);Reconstituted Complex(24243016)	4	2	1	1	1	NA	1
YDL208W	6.94232376096834	YDL208W	0	0	0	8.47339729239044	7.77680147306681	-0.696595819323628	ssd-successiv	NA	Affinity Capture-MS(16554755);Two-hybrid(18719252)	2	0	0	0	0	NA	0
YDL211C	11.6851935152208	YDL211C	0	0	0	2.83000376373142	1.57319029959131	-1.25681346414011	wgd	NA	NA	NA	NA	0	0	0	NA	0
YDL212W	15.5861644842306	YDL212W	2	1	1	5.48053334014964	4.98397404598306	-0.496559294166584	S	NA	Affinity Capture-MS(22940862);PCA(18467557);PCA(22615397)	3	2	0	1	1	NA	1
YDL214C	11.0972128164966	YDL214C	0	0	0	3.86350240526411	2.20334839455088	-1.66015401071323	wgd	NA	NA	NA	NA	0	0	0	NA	0
YDL216C	11.3654773738176	YDL216C	0	0	0	4.17973396605741	3.890378593532	-0.289355372525411	ssd-successiv	NA	Affinity Capture-MS(16554755);Two-hybrid(12446563)	2	0	0	0	0	NA	0
YDL217C	6.61463473113337	YDL217C	0	0	0	4.88393844790833	4.62687129638928	-0.257067151519049	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL218W	6.88955186979215	YDL218W	0	0	0	1.65092536011202	0	-1.65092536011202	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL219W	12.9601968736524	YDL219W	0	0	1	4.32319710823933	3.44335336200626	-0.879843746233071	S	NA	NA	NA	NA	0	0	1	NA	1
YDL220C	6.93073733756289	YDL220C	4	0	0	3.14676762284219	6.52165382826663	3.37488620542444	S	NA	Affinity Capture-MS(11805837);Affinity Capture-Western(19532124);Affinity Capture-Western(20877309);Co-crystal Structure(20837709);Co-crystal Structure(20877309);Reconstituted Complex(19532124);Reconstituted Complex(20837709);Reconstituted Complex(20877309);Reconstituted Complex(23177925);Two-hybrid(20877309)	10	8	0	1	1	NA	1
YDL222C	14.6180190199819	YDL222C	1	1	1	0	0	0	ssd_wgd	NA	PCA(18467557)	1	1	0	1	1	NA	1
YDL222C	14.6180190199819	YDL222C	1	1	1	0	0	0	ssd_wgd	NA	PCA(18467557)	1	1	0	1	1	NA	1
YDL223C	10.7249949498007	YDL223C	0	0	0	2.05991244904677	0.991179141210652	-1.06873330783612	wgd	NA	NA	NA	NA	0	0	0	NA	0
YDL224C	11.686711251	YDL224C	0	0	0	5.13116553572124	4.73784897437117	-0.393316561350066	wgd	NA	PCA(18467557)	1	0	0	0	0	0	0
YDL225W	14.8226406934331	YDL225W	1	1	1	4.76495118550817	4.79029244968989	0.0253412641817237	ssd-successiv	NA	Affinity Capture-MS(11805837);Affinity Capture-MS(16554755);Affinity Capture-Western(12058072);PCA(18467557);Two-hybrid(16207085)	5	1	NA	1	1	NA	1
YDL229W	6.67180106887287	YDL229W	0	0	0	9.21793347104372	7.8897047251357	-1.32822874590802	ssd_wgd	NA	NA	NA	NA	NA	NA	0	NA	0
YDL229W	6.67180106887287	YDL229W	0	0	0	9.21793347104372	7.8897047251357	-1.32822874590802	ssd_wgd	NA	NA	NA	NA	NA	NA	0	NA	0
YDL230W	11.492339518345	YDL230W	0	0	0	5.64757067167755	5.57417418610965	-0.0733964855678959	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL231C	11.5263093967693	YDL231C	0	0	0	5.45309280728622	5.63431155531674	0.181218748030514	S	NA	NA	NA	NA	0	0	0	NA	0
YDL233W	11.8298218144792	YDL233W	0	0	0	4.72010879081651	4.2668914601554	-0.453217330661116	S	NA	NA	NA	NA	0	0	0	NA	0
YDL234C	7.08847613416814	YDL234C	0	0	0	5.78460605679781	5.5114205980679	-0.273185458729911	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL235C	9.2209493008381	YDL235C	0	0	0	3.99842118872913	3.18772341420822	-0.810697774520915	S	NA	NA	NA	NA	0	0	0	NA	0
YDL236W	12.5977945404029	YDL236W	1	0	1	3.93198555641425	1.88912304772251	-2.04286250869174	S	NA	Two-hybrid(18719252)	1	1	0	1	1	NA	1
YDL237W	11.9985056437915	YDL237W	0	0	0	4.27294138278313	2.57022974934768	-1.70271163343545	S	NA	NA	NA	NA	0	0	0	NA	0
YDL239C	11.5136913157933	YDL239C	0	0	0	3.81706039434127	5.18938180096141	1.37232140662014	ssd_wgd	NA	Two-hybrid(11283351);Two-hybrid(18719252);Two-hybrid(22875988);Two-hybrid(27477278)	4	0	0	0	0	0	0
YDL240W	11.687003931474	YDL240W	0	0	0	4.45622790420279	3.56271866397075	-0.893509240232043	ssd-successiv	NA	NA	NA	NA	NA	NA	0	NA	0
YDL241W	7.1479920587565	YDL241W	0	0	0	0	2.46122207209101	2.46122207209101	S	NA	NA	NA	NA	0	0	0	NA	0
YDL243C	11.4471927812689	YDL243C	0	0	0	2.40073191530639	2.79219943280544	0.391467517499047	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL244W	11.8450228646683	YDL244W	0	0	0	NA	NA	NA	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL245C	10.634597019514	YDL245C	0	0	0	NA	NA	NA	ssd-successiv	NA	PCA(16093310)	1	0	0	0	0	NA	0
YDL246C	11.1333683972069	YDL246C	1	0	0	0	0	0	ssd-successiv	NA	Two-hybrid(10688190)	1	1	0	1	1	NA	1
YDL247W	11.311226911107	YDL247W	0	0	0	NA	NA	NA	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDL248W	11.091227942292	YDL248W	0	0	0	NA	NA	NA	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDR001C	11.3282536756076	YDR001C	0	0	0	6.98375748757112	7.31332749092234	0.32957000335122	wgd	NA	NA	NA	NA	0	0	0	NA	0
YDR002W	11.3744921546954	YDR002W	0	0	0	7.44008014020884	6.02696821644994	-1.4131119237589	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDR003W-A	6.73431202145901	YDR003W-A	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	0	NA	0
YDR004W	11.0826884432487	YDR004W	0	0	0	2.87562477827	3.71892051082171	0.843295732551705	ssd-successiv	NA	Affinity Capture-Western(26215801);Two-hybrid(24339919)	2	0	0	0	0	NA	0
YDR006C	11.65991646313	YDR006C	0	0	0	6.29817990367189	7.4122056870604	1.11402578338851	S	NA	NA	NA	NA	0	0	0	NA	0
YDR007W	11.1701493168678	YDR007W	0	0	0	7.12724118975447	6.35755728276102	-0.769683906993456	S	NA	NA	NA	NA	0	0	0	NA	0
YDR009W	11.6408009081681	YDR009W	1	0	0	4.07450543636363	4.56800777581335	0.493502339449717	wgd	NA	Co-crystal Structure(22302941)	1	1	0	1	1	NA	1
YDR013W	9.63662462054365	YDR013W	0	0	0	6.48782395913694	5.81550626391258	-0.672317695224367	S	NA	Two-hybrid(23499531)	1	0	0	0	0	NA	0
YDR014W	10.833585880277	YDR014W	0	0	0	3.72481395704308	5.37717581851133	1.65236186146826	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDR016C	11.4777568474977	YDR016C	1	0	0	4.65863423044338	4.66307131265128	0.00443708220790295	S	NA	Affinity Capture-MS(16554755);Reconstituted Complex(12925767);Reconstituted Complex(19065263);Two-hybrid(11283351);Two-hybrid(17634282)	5	1	0	1	1	NA	1
YDR017C	10.1773286217428	YDR017C	1	0	0	5.45309280728622	6.67802963803721	1.22493683075099	ssd-successiv	NA	Affinity Capture-MS(16554755);Affinity Capture-MS(22940862)	2	1	NA	1	1	NA	1
YDR018C	11.9274743193039	YDR018C	0	0	0	3.40634890627492	3.71892051082171	0.312571604546782	wgd	NA	NA	NA	NA	NA	NA	0	NA	0
YDR019C	12.3656022774155	YDR019C	0	0	0	5.99511588355349	6.48113584113136	0.486019957577869	S	NA	NA	NA	NA	0	0	0	NA	0
YDR020C	11.7457920069674	YDR020C	1	0	0	5.80727247998547	7.10137693986754	1.29410445988207	ssd-successiv	NA	Two-hybrid(11283351)	1	1	0	1	1	NA	1
YDR022C	11.9610659263711	YDR022C	1	0	0	3.63403559737546	4.79029244968989	1.15625685231443	ssd-successiv	NA	Affinity Capture-MS(23904270)	1	1	0	1	1	NA	1
YDR023W	6.97727992349992	YDR023W	0	0	0	8.25233428411091	7.16961438782459	-1.08271989628632	ssd	NA	NA	NA	NA	0	0	0	NA	0
YDR026C	12.0113127179557	YDR026C	0	0	0	4.1217945774892	5.24625605657646	1.12446147908726	wgd	NA	NA	NA	NA	0	0	0	NA	0
YDR027C	11.524938728911	YDR027C	1	0	0	6.103873161525	6.87726572581353	0.773392564288536	ssd-successiv	NA	Affinity Capture-MS(16554755);Affinity Capture-MS(22940862)	2	1	0	1	1	NA	1
YDR028C	12.1760608549292	YDR028C	0	0	0	5.22442621762487	4.80946589463946	-0.414960322985414	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	0	0
YDR031W	6.90508496883233	YDR031W	0	0	0	4.69881855011494	4.71360234453009	0.0147837944151528	S	NA	NA	NA	NA	0	0	0	NA	0
YDR032C	15.6695789111011	YDR032C	3	1	1	9.49250216306901	8.81523277371753	-0.67726938935148	ssd_wgd	NA	PCA(18467557);PCA(22615397);Two-hybrid(10688190);Two-hybrid(18719252)	4	3	NA	1	1	1	1
YDR032C	15.6695789111011	YDR032C	3	1	1	9.49250216306901	8.81523277371753	-0.67726938935148	ssd_wgd	NA	PCA(18467557);PCA(22615397);Two-hybrid(10688190);Two-hybrid(18719252)	4	3	NA	1	1	NA	1
YDR034C-A	6.67946293457736	YDR034C-A	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	0	0	0	NA	0
YDR034W-B	13.2830328274472	YDR034W-B	0	1	1	NA	NA	NA	wgd	NA	NA	NA	NA	0	0	1	NA	1
YDR038C	11.0239779755649	YDR038C	0	0	0	NA	NA	NA	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDR039C	11.7403114156034	YDR039C	0	0	0	NA	NA	NA	ssd-successiv	NA	PCA(18467557)	1	0	0	0	0	NA	0
YDR040C	11.0275577922892	YDR040C	0	0	0	NA	NA	NA	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDR042C	11.9671040442725	YDR042C	0	0	0	3.77382757898069	3.98341320676268	0.209585627781987	S	NA	NA	NA	NA	0	0	0	NA	0
YDR043C	7.0248392051432	YDR043C	0	0	0	5.89815271430318	4.23117124963608	-1.66698146466709	wgd	NA	NA	NA	NA	0	0	0	NA	0
YDR044W	11.659069063465	YDR044W	1	0	0	5.58759901981814	5.63431155531674	0.0467125354985996	S	NA	Affinity Capture-MS(16554755);Two-hybrid(18719252)	2	1	0	1	1	NA	1
YDR046C	14.3048620516205	YDR046C	0	1	1	6.29747391057014	2.67991917497906	-3.61755473559108	wgd	NA	PCA(16093310)	1	0	0	0	1	0	1
YDR047W	14.435472383295	YDR047W	2	1	1	6.34541056948753	5.34144143267256	-1.00396913681497	S	NA	PCA(18467557);Two-hybrid(18719252)	2	2	0	1	1	NA	1
YDR051C	11.8207092634908	YDR051C	2	0	0	6.84998675338692	7.07513681978421	0.225150066397294	S	NA	Two-hybrid(10688190);Two-hybrid(18719252)	2	2	0	1	1	NA	1
YDR052C	11.1893823797534	YDR052C	2	0	0	5.03104665580301	5.01938612357051	-0.0116605322324999	S	NA	Affinity Capture-MS(16554755);Two-hybrid(9407029);Two-hybrid(9790600)	3	2	0	1	1	NA	1
YDR055W	10.6951996885608	YDR055W	0	0	0	6.56166370348519	6.65895406529275	0.0972903618075582	wgd	NA	NA	NA	NA	0	0	0	NA	0
YDR057W	12.2659248117914	YDR057W	3	0	0	0	2.79219943280544	2.79219943280544	S	NA	Co-crystal Structure(22262864);Reconstituted Complex(22262864)	2	2	0	1	1	NA	1
YDR058C	11.6462395982563	YDR058C	0	0	0	4.20420333239365	4.66316811470095	0.458964782307298	S	NA	NA	NA	NA	0	0	0	NA	0
YDR059C	10.4473778027078	YDR059C	0	0	0	6.23813337248606	8.01992981913102	1.78179644664496	wgd	NA	NA	NA	NA	0	0	0	0	0
YDR060W	14.3596935878916	YDR060W	3	1	1	7.28827549777988	6.72394075404104	-0.564334743738845	ssd-successiv	NA	Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-MS(23209026);Reconstituted Complex(23209026);Two-hybrid(25877921)	5	3	NA	1	1	NA	1
YDR062W	6.95344529780426	YDR062W	0	0	0	3.77382757898069	3.82594840474589	0.0521208257652011	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDR063W	6.45793968941789	YDR063W	0	0	0	5.99669379538315	6.28653743205502	0.289843636671868	S	NA	Two-hybrid(18719252)	1	0	0	0	0	NA	0
YDR067C	12.5859077284067	YDR067C	0	0	1	5.89815271430318	7.19978029756913	1.30162758326596	ssd-successiv	NA	NA	NA	NA	0	0	1	NA	1
YDR068W	15.2667287085794	YDR068W	2	1	1	4.61883182435018	5.58108305211095	0.962251227760768	S	NA	PCA(18467557);PCA(22615397)	2	2	0	1	1	NA	1
YDR070C	11.6981152165237	YDR070C	0	0	0	4.32319710823933	7.50596236422553	3.1827652559862	S	NA	NA	NA	NA	0	0	0	NA	0
YDR071C	8.88165806211703	YDR071C	0	0	0	7.21322089455649	6.37546174892024	-0.837759145636243	S	NA	Affinity Capture-MS(16554755);Affinity Capture-Western(20826334);Two-hybrid(10688190)	3	0	0	0	0	NA	0
YDR072C	6.7062849234026	YDR072C	0	0	0	7.18029707305814	7.84009810777236	0.659801034714219	ssd	NA	NA	NA	NA	0	0	0	NA	0
YDR075W	6.94079598750333	YDR075W	0	0	0	3.59617186214146	4.23117124963608	0.634999387494624	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YDR076W	10.9505540552007	YDR076W	0	0	0	6.62603313906808	7.57449513691098	0.948461997842899	S	NA	Affinity Capture-Western(26215801);Two-hybrid(24339919);Two-hybrid(26215801)	3	0	0	0	0	NA	0
YDR078C	11.9867135446412	YDR078C	0	0	0	4.43896479931164	5.84059163556743	1.4016268362558	S	NA	Two-hybrid(11283351)	1	0	0	0	0	NA	0
YDR079W	11.1228278497519	YDR079W	0	0	0	4.61883182435018	5.13962911258904	0.52079728823886	S	NA	NA	NA	NA	0	0	0	NA	0
YDR080W	12.1026348723353	YDR080W	2	0	0	5.9458745321434	7.40561802702564	1.45974349488224	S	NA	Affinity Capture-Western(10725336);Affinity Capture-Western(22754631);Affinity Capture-Western(25324549);Reconstituted Complex(11160821)	4	2	NA	1	1	NA	1
YDR081C	11.9753715594109	YDR081C	0	0	0	6.11876046506141	6.96236393150695	0.843603466445536	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YDR082W	9.21278416843874	YDR082W	0	0	0	3.52049768158917	1.98674949650459	-1.53374818508459	ssd-successiv	NA	NA	NA	NA	NA	NA	0	NA	0
YDR084C	11.2198093116018	YDR084C	0	0	0	4.8492286825729	4.23117124963608	-0.618057432936812	S	NA	Two-hybrid(11283351)	1	0	0	0	0	NA	0
YDR085C	10.3935056867986	YDR085C	0	0	0	4.43311969782023	5.81550626391258	1.38238656609235	ssd_wgd	NA	NA	NA	NA	0	0	0	NA	0
YDR087C	10.6885070075296	YDR087C	1	0	0	5.3005081479141	4.30512420290556	-0.995383945008536	S	NA	Affinity Capture-MS(15100437);Affinity Capture-MS(16554755);Two-hybrid(25877921)	3	1	NA	1	1	NA	1
YDR088C	10.0850670585948	YDR088C	0	0	0	2.87562477827	4.66307131265128	1.78744653438128	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
