P1	sseqid_PDB	sseqid_chain	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	rank	P2
ENSP00000496890.1	1jpl	D	100	166	0	0	1	166	6	171	6e-116	352	9	ENSP00000341344.4,ENSP00000371175.5,ENSP00000384030.3,ENSP00000403534.1,ENSP00000321288.8,ENSP00000404453.1,ENSP00000390416.1,ENSP00000400159.1,ENSP00000416153.1,ENSP00000411727.1,ENSP00000385287.1,ENSP00000395901.1,ENSP00000402930.1,ENSP00000411373.1,ENSP00000414413.1
ENSP00000254976.2	1jth	A	100	82	0	0	1	82	1	82	6e-48	157	5	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000222812.3	1jth	B	100	77	0	0	191	267	1	77	1e-46	156	8	ENSP00000215095.5,ENSP00000455899.1
ENSP00000254976.2	1jth	C	100	82	0	0	1	82	1	82	6e-48	157	4	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000222812.3	1jth	D	100	77	0	0	191	267	1	77	1e-46	156	7	ENSP00000215095.5,ENSP00000455899.1
ENSP00000496890.1	1juq	A	100	166	0	0	1	166	6	171	6e-116	352	8	ENSP00000341344.4,ENSP00000371175.5,ENSP00000384030.3,ENSP00000403534.1,ENSP00000321288.8,ENSP00000404453.1,ENSP00000390416.1,ENSP00000400159.1,ENSP00000416153.1,ENSP00000411727.1,ENSP00000385287.1,ENSP00000395901.1,ENSP00000402930.1,ENSP00000411373.1,ENSP00000414413.1
ENSP00000496890.1	1juq	B	100	166	0	0	1	166	6	171	6e-116	352	7	ENSP00000341344.4,ENSP00000371175.5,ENSP00000384030.3,ENSP00000403534.1,ENSP00000321288.8,ENSP00000404453.1,ENSP00000390416.1,ENSP00000400159.1,ENSP00000416153.1,ENSP00000411727.1,ENSP00000385287.1,ENSP00000395901.1,ENSP00000402930.1,ENSP00000411373.1,ENSP00000414413.1
ENSP00000496890.1	1juq	C	100	166	0	0	1	166	6	171	6e-116	352	6	ENSP00000341344.4,ENSP00000371175.5,ENSP00000384030.3,ENSP00000403534.1,ENSP00000321288.8,ENSP00000404453.1,ENSP00000390416.1,ENSP00000400159.1,ENSP00000416153.1,ENSP00000411727.1,ENSP00000385287.1,ENSP00000395901.1,ENSP00000402930.1,ENSP00000411373.1,ENSP00000414413.1
ENSP00000496890.1	1juq	D	100	166	0	0	1	166	6	171	6e-116	352	5	ENSP00000341344.4,ENSP00000371175.5,ENSP00000384030.3,ENSP00000403534.1,ENSP00000321288.8,ENSP00000404453.1,ENSP00000390416.1,ENSP00000400159.1,ENSP00000416153.1,ENSP00000411727.1,ENSP00000385287.1,ENSP00000395901.1,ENSP00000402930.1,ENSP00000411373.1,ENSP00000414413.1
ENSP00000356902.1	1jvd	A	100	522	0	0	1	522	1	522	0	1088	4	ENSP00000386935.3,ENSP00000484649.1,ENSP00000353409.3
ENSP00000356902.1	1jvd	B	100	522	0	0	1	522	1	522	0	1088	3	ENSP00000386935.3,ENSP00000484649.1,ENSP00000353409.3
ENSP00000356902.1	1jvg	A	100	522	0	0	1	522	1	522	0	1088	2	ENSP00000386935.3,ENSP00000484649.1,ENSP00000353409.3
ENSP00000356902.1	1jvg	B	100	522	0	0	1	522	1	522	0	1088	1	ENSP00000386935.3,ENSP00000484649.1,ENSP00000353409.3
ENSP00000496569.1	1jwh	A	100	337	0	0	1	337	1	337	0	705	5	ENSP00000262506.3,ENSP00000456606.2,ENSP00000457911.1,ENSP00000454874.1
ENSP00000496569.1	1jwh	B	100	337	0	0	1	337	1	337	0	705	4	ENSP00000262506.3,ENSP00000456606.2,ENSP00000457911.1,ENSP00000454874.1
ENSP00000429082.1	1k04	A	100	162	0	0	935	1096	1	162	1e-103	328	31	ENSP00000380638.1,ENSP00000429694.1,ENSP00000430404.1,ENSP00000332816.6,ENSP00000428271.1,ENSP00000416174.1,ENSP00000427931.1,ENSP00000428837.1,ENSP00000391995.2
ENSP00000429082.1	1k05	A	100	162	0	0	935	1096	1	162	1e-103	328	30	ENSP00000380638.1,ENSP00000429694.1,ENSP00000430404.1,ENSP00000332816.6,ENSP00000428271.1,ENSP00000416174.1,ENSP00000427931.1,ENSP00000428837.1,ENSP00000391995.2
ENSP00000429082.1	1k05	B	100	162	0	0	935	1096	1	162	1e-103	328	29	ENSP00000380638.1,ENSP00000429694.1,ENSP00000430404.1,ENSP00000332816.6,ENSP00000428271.1,ENSP00000416174.1,ENSP00000427931.1,ENSP00000428837.1,ENSP00000391995.2
ENSP00000429082.1	1k05	C	100	162	0	0	935	1096	1	162	1e-103	328	28	ENSP00000380638.1,ENSP00000429694.1,ENSP00000430404.1,ENSP00000332816.6,ENSP00000428271.1,ENSP00000416174.1,ENSP00000427931.1,ENSP00000428837.1,ENSP00000391995.2
ENSP00000483570.1	1k2p	A	100	263	0	0	431	693	1	263	0	552	27	ENSP00000370912.3,ENSP00000424567.1,ENSP00000424365.1
ENSP00000483570.1	1k2p	A	100	263	0	0	431	693	1	263	0	552	27	ENSP00000264316.4,ENSP00000422139.1,ENSP00000423481.1,ENSP00000424070.1,ENSP00000422798.1
ENSP00000483570.1	1k2p	B	100	263	0	0	431	693	1	263	0	552	26	ENSP00000370912.3,ENSP00000424567.1,ENSP00000424365.1
ENSP00000483570.1	1k2p	B	100	263	0	0	431	693	1	263	0	552	26	ENSP00000264316.4,ENSP00000422139.1,ENSP00000423481.1,ENSP00000424070.1,ENSP00000422798.1
ENSP00000497806.1	1kef	A	100	93	0	0	105	197	1	93	9e-56	189	9	ENSP00000194900.4,ENSP00000363480.3,ENSP00000363475.3,ENSP00000441393.1
ENSP00000305769.4	1khu	A	100	218	0	0	248	465	1	218	4e-161	461	4	ENSP00000441954.2,ENSP00000425749.1,ENSP00000424279.1,ENSP00000426696.2,ENSP00000427330.1,ENSP00000422954.1,ENSP00000427474.1,ENSP00000427650.1,ENSP00000446474.2
ENSP00000305769.4	1khu	A	100	218	0	0	248	465	1	218	4e-161	461	4	ENSP00000382216.2,ENSP00000239885.6,ENSP00000369154.4
ENSP00000305769.4	1khu	B	100	218	0	0	248	465	1	218	4e-161	461	3	ENSP00000441954.2,ENSP00000425749.1,ENSP00000424279.1,ENSP00000426696.2,ENSP00000427330.1,ENSP00000422954.1,ENSP00000427474.1,ENSP00000427650.1,ENSP00000446474.2
ENSP00000305769.4	1khu	B	100	218	0	0	248	465	1	218	4e-161	461	3	ENSP00000382216.2,ENSP00000239885.6,ENSP00000369154.4
ENSP00000305769.4	1khu	C	100	218	0	0	248	465	1	218	4e-161	461	2	ENSP00000441954.2,ENSP00000425749.1,ENSP00000424279.1,ENSP00000426696.2,ENSP00000427330.1,ENSP00000422954.1,ENSP00000427474.1,ENSP00000427650.1,ENSP00000446474.2
ENSP00000305769.4	1khu	C	100	218	0	0	248	465	1	218	4e-161	461	2	ENSP00000382216.2,ENSP00000239885.6,ENSP00000369154.4
ENSP00000305769.4	1khu	D	100	218	0	0	248	465	1	218	4e-161	461	1	ENSP00000441954.2,ENSP00000425749.1,ENSP00000424279.1,ENSP00000426696.2,ENSP00000427330.1,ENSP00000422954.1,ENSP00000427474.1,ENSP00000427650.1,ENSP00000446474.2
ENSP00000305769.4	1khu	D	100	218	0	0	248	465	1	218	4e-161	461	1	ENSP00000382216.2,ENSP00000239885.6,ENSP00000369154.4
ENSP00000222812.3	1kil	B	100	60	0	0	191	250	3	62	7e-34	122	40	ENSP00000215095.5,ENSP00000455899.1
ENSP00000254976.2	1kil	D	100	63	0	0	141	203	3	65	4e-36	126	39	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000356070.3	1kwp	A	100	400	0	0	1	400	1	400	0	833	9	ENSP00000396467.1,ENSP00000410970.1,ENSP00000350639.2,ENSP00000402045.1,ENSP00000394894.1,ENSP00000478922.1
ENSP00000356070.3	1kwp	B	100	400	0	0	1	400	1	400	0	833	8	ENSP00000396467.1,ENSP00000410970.1,ENSP00000350639.2,ENSP00000402045.1,ENSP00000394894.1,ENSP00000478922.1
ENSP00000488924.1	1kzy	A	100	195	0	0	56	250	1	195	2e-142	410	69	ENSP00000264731.3,ENSP00000407144.2,ENSP00000317510.5,ENSP00000376253.3,ENSP00000394337.2,ENSP00000346614.5,ENSP00000401661.1,ENSP00000392488.1,ENSP00000376256.2,ENSP00000376254.3,ENSP00000387839.1,ENSP00000389485.1
ENSP00000488924.1	1kzy	A	100	195	0	0	56	250	1	195	2e-142	410	69	ENSP00000367545.4,ENSP00000475143.1,ENSP00000346423.4,ENSP00000474626.1,ENSP00000474322.1,ENSP00000367534.1,ENSP00000367529.1,ENSP00000367537.4,ENSP00000367539.4,ENSP00000350366.3,ENSP00000340740.4
ENSP00000488924.1	1kzy	B	100	195	0	0	56	250	1	195	2e-142	410	68	ENSP00000264731.3,ENSP00000407144.2,ENSP00000317510.5,ENSP00000376253.3,ENSP00000394337.2,ENSP00000346614.5,ENSP00000401661.1,ENSP00000392488.1,ENSP00000376256.2,ENSP00000376254.3,ENSP00000387839.1,ENSP00000389485.1
ENSP00000488924.1	1kzy	B	100	195	0	0	56	250	1	195	2e-142	410	68	ENSP00000367545.4,ENSP00000475143.1,ENSP00000346423.4,ENSP00000474626.1,ENSP00000474322.1,ENSP00000367534.1,ENSP00000367529.1,ENSP00000367537.4,ENSP00000367539.4,ENSP00000350366.3,ENSP00000340740.4
ENSP00000454207.1	1kzz	A	100	192	0	0	377	568	1	192	5e-141	412	8	ENSP00000261464.5,ENSP00000355971.3,ENSP00000336825.2
ENSP00000454207.1	1l0a	A	100	192	0	0	377	568	1	192	5e-141	412	7	ENSP00000261464.5,ENSP00000355971.3,ENSP00000336825.2
ENSP00000341826.6	1l3k	A	100	196	0	0	1	196	1	196	2e-146	419	9	ENSP00000350090.2
ENSP00000341826.6	1l3k	A	100	196	0	0	1	196	1	196	2e-146	419	9	ENSP00000376309.2,ENSP00000408487.1,ENSP00000416340.1,ENSP00000400688.2
ENSP00000341826.6	1l3k	A	100	196	0	0	1	196	1	196	2e-146	419	9	ENSP00000497298.1,ENSP00000346694.4,ENSP00000354021.4,ENSP00000349101.7,ENSP00000478691.1
ENSP00000216392.7	1l5q	A	100	847	0	0	1	847	1	847	0	1762	11	ENSP00000216962.3,ENSP00000395451.1
ENSP00000216392.7	1l5q	B	100	847	0	0	1	847	1	847	0	1762	10	ENSP00000216962.3,ENSP00000395451.1
ENSP00000216392.7	1l5r	A	100	847	0	0	1	847	1	847	0	1762	9	ENSP00000216962.3,ENSP00000395451.1
ENSP00000216392.7	1l5r	B	100	847	0	0	1	847	1	847	0	1762	8	ENSP00000216962.3,ENSP00000395451.1
ENSP00000216392.7	1l5s	A	100	847	0	0	1	847	1	847	0	1762	7	ENSP00000216962.3,ENSP00000395451.1
ENSP00000216392.7	1l5s	B	100	847	0	0	1	847	1	847	0	1762	6	ENSP00000216962.3,ENSP00000395451.1
ENSP00000216392.7	1l7x	A	100	847	0	0	1	847	1	847	0	1762	5	ENSP00000216962.3,ENSP00000395451.1
ENSP00000216392.7	1l7x	B	100	847	0	0	1	847	1	847	0	1762	4	ENSP00000216962.3,ENSP00000395451.1
ENSP00000328213.4	1lcj	A	100	108	0	0	119	226	2	109	3e-71	228	9	ENSP00000428924.1,ENSP00000428424.1,ENSP00000428313.1
ENSP00000328213.4	1lcj	A	100	108	0	0	119	226	2	109	3e-71	228	9	ENSP00000365022.2,ENSP00000486627.1,ENSP00000420457.1,ENSP00000262651.3,ENSP00000429848.1,ENSP00000427757.1,ENSP00000365012.2,ENSP00000441169.1,ENSP00000444986.3,ENSP00000491964.1
ENSP00000328213.4	1lck	A	100	174	0	0	53	226	2	175	1e-122	363	1	ENSP00000428924.1,ENSP00000428424.1,ENSP00000428313.1
ENSP00000328213.4	1lck	A	100	174	0	0	53	226	2	175	1e-122	363	1	ENSP00000365022.2,ENSP00000486627.1,ENSP00000420457.1,ENSP00000262651.3,ENSP00000429848.1,ENSP00000427757.1,ENSP00000365012.2,ENSP00000441169.1,ENSP00000444986.3,ENSP00000491964.1
ENSP00000496890.1	1lf8	A	100	166	0	0	1	166	6	171	6e-116	352	4	ENSP00000341344.4,ENSP00000371175.5,ENSP00000384030.3,ENSP00000403534.1,ENSP00000321288.8,ENSP00000404453.1,ENSP00000390416.1,ENSP00000400159.1,ENSP00000416153.1,ENSP00000411727.1,ENSP00000385287.1,ENSP00000395901.1,ENSP00000402930.1,ENSP00000411373.1,ENSP00000414413.1
ENSP00000496890.1	1lf8	B	100	166	0	0	1	166	6	171	6e-116	352	3	ENSP00000341344.4,ENSP00000371175.5,ENSP00000384030.3,ENSP00000403534.1,ENSP00000321288.8,ENSP00000404453.1,ENSP00000390416.1,ENSP00000400159.1,ENSP00000416153.1,ENSP00000411727.1,ENSP00000385287.1,ENSP00000395901.1,ENSP00000402930.1,ENSP00000411373.1,ENSP00000414413.1
ENSP00000496890.1	1lf8	C	100	166	0	0	1	166	6	171	6e-116	352	2	ENSP00000341344.4,ENSP00000371175.5,ENSP00000384030.3,ENSP00000403534.1,ENSP00000321288.8,ENSP00000404453.1,ENSP00000390416.1,ENSP00000400159.1,ENSP00000416153.1,ENSP00000411727.1,ENSP00000385287.1,ENSP00000395901.1,ENSP00000402930.1,ENSP00000411373.1,ENSP00000414413.1
ENSP00000496890.1	1lf8	D	100	166	0	0	1	166	6	171	6e-116	352	1	ENSP00000341344.4,ENSP00000371175.5,ENSP00000384030.3,ENSP00000403534.1,ENSP00000321288.8,ENSP00000404453.1,ENSP00000390416.1,ENSP00000400159.1,ENSP00000416153.1,ENSP00000411727.1,ENSP00000385287.1,ENSP00000395901.1,ENSP00000402930.1,ENSP00000411373.1,ENSP00000414413.1
ENSP00000328213.4	1lkk	A	100	105	0	0	122	226	1	105	6e-69	222	12	ENSP00000428924.1,ENSP00000428424.1,ENSP00000428313.1
ENSP00000328213.4	1lkk	A	100	105	0	0	122	226	1	105	6e-69	222	12	ENSP00000365022.2,ENSP00000486627.1,ENSP00000420457.1,ENSP00000262651.3,ENSP00000429848.1,ENSP00000427757.1,ENSP00000365012.2,ENSP00000441169.1,ENSP00000444986.3,ENSP00000491964.1
ENSP00000328213.4	1lkl	A	100	104	0	0	123	226	1	104	3e-68	221	13	ENSP00000428924.1,ENSP00000428424.1,ENSP00000428313.1
ENSP00000328213.4	1lkl	A	100	104	0	0	123	226	1	104	3e-68	221	13	ENSP00000365022.2,ENSP00000486627.1,ENSP00000420457.1,ENSP00000262651.3,ENSP00000429848.1,ENSP00000427757.1,ENSP00000365012.2,ENSP00000441169.1,ENSP00000444986.3,ENSP00000491964.1
ENSP00000379701.2	1lv2	A	100	226	0	0	140	365	4	229	3e-163	466	1	ENSP00000315180.4,ENSP00000476609.1,ENSP00000396216.1,ENSP00000476310.1,ENSP00000362011.1,ENSP00000410911.2,ENSP00000312987.3,ENSP00000412111.1,ENSP00000481331.1
ENSP00000264972.5	1m61	A	100	256	0	0	1	256	4	259	0	536	3	ENSP00000364907.4,ENSP00000364904.4,ENSP00000364899.1,ENSP00000364898.1
ENSP00000327801.4	1mek	A	100	120	0	0	18	137	1	120	2e-79	249	4	ENSP00000219406.6,ENSP00000384410.1,ENSP00000392277.1,ENSP00000405081.1
ENSP00000327801.4	1mek	A	100	120	0	0	18	137	1	120	2e-79	249	4	ENSP00000305465.4,ENSP00000459161.1
ENSP00000332973.4	1mhd	A	100	132	0	0	1	132	1	132	2e-91	278	8	ENSP00000382216.2,ENSP00000239885.6,ENSP00000369154.4
ENSP00000332973.4	1mhd	B	100	132	0	0	1	132	1	132	2e-91	278	7	ENSP00000382216.2,ENSP00000239885.6,ENSP00000369154.4
ENSP00000332973.4	1mjs	A	100	197	0	0	229	425	1	197	2e-144	416	4	ENSP00000382216.2,ENSP00000239885.6,ENSP00000369154.4
ENSP00000332973.4	1mk2	A	100	206	0	0	220	425	1	206	7e-152	435	1	ENSP00000382216.2,ENSP00000239885.6,ENSP00000369154.4
ENSP00000429082.1	1mp8	A	100	276	0	0	455	730	6	281	0	585	21	ENSP00000380638.1,ENSP00000429694.1,ENSP00000430404.1,ENSP00000332816.6,ENSP00000428271.1,ENSP00000416174.1,ENSP00000427931.1,ENSP00000428837.1,ENSP00000391995.2
ENSP00000375892.2	1mrv	A	100	339	0	0	143	481	1	339	0	704	2	ENSP00000451828.1,ENSP00000384293.2,ENSP00000270202.4,ENSP00000385326.2,ENSP00000450688.1,ENSP00000497822.1,ENSP00000451470.2,ENSP00000450681.2,ENSP00000481526.1,ENSP00000451166.1,ENSP00000451824.1
ENSP00000375892.2	1mry	A	100	339	0	0	143	481	1	339	0	704	1	ENSP00000451828.1,ENSP00000384293.2,ENSP00000270202.4,ENSP00000385326.2,ENSP00000450688.1,ENSP00000497822.1,ENSP00000451470.2,ENSP00000450681.2,ENSP00000481526.1,ENSP00000451166.1,ENSP00000451824.1
ENSP00000290921.6	1mx3	A	100	326	0	0	28	353	22	347	0	669	4	ENSP00000338615.5,ENSP00000311825.6,ENSP00000357816.5,ENSP00000434630.1,ENSP00000436285.1,ENSP00000410474.2,ENSP00000481909.1,ENSP00000434424.1
ENSP00000384273.3	1my5	A	100	114	0	0	191	304	1	114	4e-76	242	3	ENSP00000295025.7,ENSP00000377989.3,ENSP00000496299.1
ENSP00000384273.3	1my5	A	100	114	0	0	191	304	1	114	4e-76	242	3	ENSP00000221452.7,ENSP00000427348.1,ENSP00000423287.1,ENSP00000468460.1,ENSP00000485826.1
ENSP00000384273.3	1my5	B	100	114	0	0	191	304	1	114	4e-76	242	2	ENSP00000295025.7,ENSP00000377989.3,ENSP00000496299.1
ENSP00000384273.3	1my5	B	100	114	0	0	191	304	1	114	4e-76	242	2	ENSP00000221452.7,ENSP00000427348.1,ENSP00000423287.1,ENSP00000468460.1,ENSP00000485826.1
ENSP00000222812.3	1n7s	B	100	66	0	0	191	256	3	68	3e-38	134	14	ENSP00000215095.5,ENSP00000455899.1
ENSP00000254976.2	1n7s	D	100	64	0	0	141	204	3	66	3e-37	129	7	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000371175.5	1naf	A	100	150	0	0	182	331	9	158	3e-101	311	2	ENSP00000463288.1,ENSP00000462629.1,ENSP00000464574.1,ENSP00000463115.1,ENSP00000462279.1,ENSP00000462081.1,ENSP00000464268.1,ENSP00000462473.1,ENSP00000464318.1,ENSP00000461963.1,ENSP00000464365.1,ENSP00000481953.1,ENSP00000496890.1,ENSP00000446421.2,ENSP00000479464.1,ENSP00000484733.1,ENSP00000438085.2
ENSP00000321584.4	1nf7	A	100	514	0	0	1	514	1	514	0	1055	4	ENSP00000420756.1,ENSP00000418742.1,ENSP00000399400.2,ENSP00000345096.6,ENSP00000420803.1,ENSP00000346219.5,ENSP00000265385.8,ENSP00000417296.1,ENSP00000496892.1,ENSP00000420185.1,ENSP00000419609.1,ENSP00000418592.1,ENSP00000420469.1,ENSP00000486056.1
ENSP00000321584.4	1nf7	B	100	514	0	0	1	514	1	514	0	1055	3	ENSP00000420756.1,ENSP00000418742.1,ENSP00000399400.2,ENSP00000345096.6,ENSP00000420803.1,ENSP00000346219.5,ENSP00000265385.8,ENSP00000417296.1,ENSP00000496892.1,ENSP00000420185.1,ENSP00000419609.1,ENSP00000418592.1,ENSP00000420469.1,ENSP00000486056.1
ENSP00000321584.4	1nfb	A	100	514	0	0	1	514	1	514	0	1055	2	ENSP00000420756.1,ENSP00000418742.1,ENSP00000399400.2,ENSP00000345096.6,ENSP00000420803.1,ENSP00000346219.5,ENSP00000265385.8,ENSP00000417296.1,ENSP00000496892.1,ENSP00000420185.1,ENSP00000419609.1,ENSP00000418592.1,ENSP00000420469.1,ENSP00000486056.1
ENSP00000321584.4	1nfb	B	100	514	0	0	1	514	1	514	0	1055	1	ENSP00000420756.1,ENSP00000418742.1,ENSP00000399400.2,ENSP00000345096.6,ENSP00000420803.1,ENSP00000346219.5,ENSP00000265385.8,ENSP00000417296.1,ENSP00000496892.1,ENSP00000420185.1,ENSP00000419609.1,ENSP00000418592.1,ENSP00000420469.1,ENSP00000486056.1
ENSP00000249647.3	1nhl	A	100	54	0	0	23	76	1	54	3e-28	105	1	ENSP00000254976.2,ENSP00000307341.2,ENSP00000400720.1
ENSP00000338934.7	1ni2	A	100	296	0	0	2	297	1	296	0	630	7	ENSP00000477441.1,ENSP00000353408.5
ENSP00000338934.7	1ni2	B	100	296	0	0	2	297	1	296	0	630	6	ENSP00000477441.1,ENSP00000353408.5
ENSP00000311032.4	1nme	A	100	146	0	0	29	174	1	146	3e-103	303	55	ENSP00000400094.1,ENSP00000358337.3,ENSP00000298701.7,ENSP00000358324.3,ENSP00000358321.1,ENSP00000398107.2,ENSP00000478999.1,ENSP00000478285.1,ENSP00000358327.3,ENSP00000480584.1
ENSP00000410294.2	1nun	B	100	230	0	0	140	369	1	230	2e-166	487	5	ENSP00000292408.4,ENSP00000424905.1,ENSP00000377259.2,ENSP00000426492.1,ENSP00000424960.1,ENSP00000427222.1,ENSP00000422889.1,ENSP00000377254.1,ENSP00000395164.1,ENSP00000424670.1
ENSP00000410294.2	1nun	B	100	230	0	0	140	369	1	230	2e-166	487	5	ENSP00000414914.2,ENSP00000420533.2,ENSP00000231803.1,ENSP00000260795.3,ENSP00000427289.1,ENSP00000339824.4,ENSP00000412903.2,ENSP00000479472.1
ENSP00000371175.5	1nwm	X	100	137	0	0	183	319	6	142	1e-90	283	6	ENSP00000463288.1,ENSP00000462629.1,ENSP00000464574.1,ENSP00000463115.1,ENSP00000462279.1,ENSP00000462081.1,ENSP00000464268.1,ENSP00000462473.1,ENSP00000464318.1,ENSP00000461963.1,ENSP00000464365.1,ENSP00000481953.1,ENSP00000496890.1,ENSP00000446421.2,ENSP00000479464.1,ENSP00000484733.1,ENSP00000438085.2
ENSP00000356070.3	1nxk	A	100	400	0	0	1	400	1	400	0	833	7	ENSP00000396467.1,ENSP00000410970.1,ENSP00000350639.2,ENSP00000402045.1,ENSP00000394894.1,ENSP00000478922.1
ENSP00000356070.3	1nxk	B	100	400	0	0	1	400	1	400	0	833	6	ENSP00000396467.1,ENSP00000410970.1,ENSP00000350639.2,ENSP00000402045.1,ENSP00000394894.1,ENSP00000478922.1
ENSP00000356070.3	1nxk	C	100	400	0	0	1	400	1	400	0	833	5	ENSP00000396467.1,ENSP00000410970.1,ENSP00000350639.2,ENSP00000402045.1,ENSP00000394894.1,ENSP00000478922.1
ENSP00000356070.3	1nxk	D	100	400	0	0	1	400	1	400	0	833	4	ENSP00000396467.1,ENSP00000410970.1,ENSP00000350639.2,ENSP00000402045.1,ENSP00000394894.1,ENSP00000478922.1
ENSP00000356070.3	1ny3	A	100	400	0	0	1	400	1	400	0	833	3	ENSP00000396467.1,ENSP00000410970.1,ENSP00000350639.2,ENSP00000402045.1,ENSP00000394894.1,ENSP00000478922.1
ENSP00000371175.5	1o3x	A	100	140	0	0	183	322	1	140	2e-93	290	5	ENSP00000463288.1,ENSP00000462629.1,ENSP00000464574.1,ENSP00000463115.1,ENSP00000462279.1,ENSP00000462081.1,ENSP00000464268.1,ENSP00000462473.1,ENSP00000464318.1,ENSP00000461963.1,ENSP00000464365.1,ENSP00000481953.1,ENSP00000496890.1,ENSP00000446421.2,ENSP00000479464.1,ENSP00000484733.1,ENSP00000438085.2
ENSP00000362659.2	1o41	A	100	108	0	0	151	258	1	108	2e-71	229	34	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o42	A	100	108	0	0	151	258	1	108	2e-71	229	33	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o43	A	100	108	0	0	151	258	1	108	2e-71	229	32	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o44	A	100	108	0	0	151	258	1	108	2e-71	229	31	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o45	A	100	108	0	0	151	258	1	108	2e-71	229	30	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o46	A	100	108	0	0	151	258	1	108	2e-71	229	29	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o47	A	100	108	0	0	151	258	1	108	2e-71	229	28	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o48	A	100	108	0	0	151	258	1	108	2e-71	229	27	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o49	A	100	108	0	0	151	258	1	108	2e-71	229	26	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o4a	A	100	108	0	0	151	258	1	108	2e-71	229	25	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o4b	A	100	108	0	0	151	258	1	108	2e-71	229	24	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o4c	A	100	108	0	0	151	258	1	108	2e-71	229	23	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o4d	A	100	108	0	0	151	258	1	108	2e-71	229	22	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o4e	A	100	108	0	0	151	258	1	108	2e-71	229	21	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o4f	A	100	108	0	0	151	258	1	108	2e-71	229	20	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
ENSP00000362659.2	1o4g	A	100	108	0	0	151	258	1	108	2e-71	229	19	ENSP00000363117.3,ENSP00000363116.1,ENSP00000363115.3,ENSP00000407670.1,ENSP00000382126.1
