P1_ID	P2_ID	HM_P1	HM_P2	HET	Strict_HM_P1	Strict_HM_P2
ENSP00000366035.3	ENSP00000443495.1	NA	1quu_1	NA	NA	1quu_1
ENSP00000443495.1	ENSP00000452254.1	1quu_1	NA	NA	1quu_1	NA
ENSP00000439828.2	ENSP00000443495.1	NA	1quu_1	NA	NA	1quu_1
ENSP00000443495.1	ENSP00000444422.2	1quu_1	NA	NA	1quu_1	NA
ENSP00000443495.1	ENSP00000450625.1	1quu_1	NA	NA	1quu_1	NA
ENSP00000443495.1	ENSP00000450903.1	1quu_1	NA	NA	1quu_1	NA
ENSP00000443495.1	ENSP00000450764.1	1quu_1	NA	NA	1quu_1	NA
ENSP00000443495.1	ENSP00000450925.1	1quu_1	NA	NA	1quu_1	NA
ENSP00000443495.1	ENSP00000450618.1	1quu_1	NA	NA	1quu_1	NA
ENSP00000443495.1	ENSP00000452423.1	1quu_1	NA	NA	1quu_1	NA
ENSP00000443495.1	ENSP00000451086.1	1quu_1	NA	NA	1quu_1	NA
ENSP00000277853.5	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000315599.3	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000381412.3	ENSP00000393784.1	1hkx_1	NA	NA	1hkx_1	NA
ENSP00000307082.7	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000361851.1	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000381412.3	ENSP00000405561.1	1hkx_1	NA	NA	1hkx_1	NA
ENSP00000378243.3	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000319060.3	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000381412.3	ENSP00000410298.2	1hkx_1	NA	NA	1hkx_1	NA
ENSP00000378032.3	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000381412.3	ENSP00000424247.1	1hkx_1	NA	NA	1hkx_1	NA
ENSP00000381412.3	ENSP00000425824.1	1hkx_1	2w2c_1	NA	1hkx_1	2w2c_1
ENSP00000339740.5	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000381412.3	ENSP00000423482.1	1hkx_1	NA	NA	1hkx_1	NA
ENSP00000381412.3	ENSP00000423677.1	1hkx_1	NA	NA	1hkx_1	NA
ENSP00000378030.3	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000381412.3	ENSP00000424245.1	1hkx_1	NA	NA	1hkx_1	NA
ENSP00000369098.2	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000381412.3	ENSP00000422566.1	1hkx_1	NA	NA	1hkx_1	NA
ENSP00000381412.3	ENSP00000423753.1	1hkx_1	NA	NA	1hkx_1	NA
ENSP00000296402.5	ENSP00000381412.3	NA	1hkx_1	NA	NA	1hkx_1
ENSP00000458435.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000331514.2	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000458162.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000459124.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000461672.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000493648.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000462823.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000461407.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000460464.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000459119.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000460660.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000466346.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000477968.1	ENSP00000494750.1	NA	2oan_1	NA	NA	2oan_1
ENSP00000379386.1	ENSP00000437783.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000379518.3	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000280704.3	ENSP00000379386.1	NA	1i0z_1	NA	NA	1i0z_1
ENSP00000379386.1	ENSP00000438196.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000441991.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000443414.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000439555.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000441478.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000439060.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000443997.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000395337.3	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000440161.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000443545.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000406172.2	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000379524.2	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000444292.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000442979.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000440368.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000441058.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000443362.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000442637.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000227157.4	ENSP00000379386.1	NA	1i0z_1	NA	NA	1i0z_1
ENSP00000379386.1	ENSP00000441241.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000446415.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000368722.5	ENSP00000379386.1	NA	1i0z_1	NA	NA	1i0z_1
ENSP00000379386.1	ENSP00000445331.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000441699.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000445175.1	1i0z_1	4jnk_1	NA	1i0z_1	4jnk_1
ENSP00000379386.1	ENSP00000486249.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000379500.2	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000442974.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000441092.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000323353.6	ENSP00000379386.1	NA	1i0z_1	NA	NA	1i0z_1
ENSP00000368697.4	ENSP00000379386.1	NA	1i0z_1	NA	NA	1i0z_1
ENSP00000379386.1	ENSP00000379499.2	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000379386.1	ENSP00000437538.1	1i0z_1	NA	NA	1i0z_1	NA
ENSP00000300038.7	ENSP00000379386.1	NA	1i0z_1	NA	NA	1i0z_1
ENSP00000379500.2	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000442974.1	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000441092.1	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000323353.6	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000368697.4	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000379499.2	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000437538.1	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000300038.7	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000229319.1	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000379385.1	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000398015.1	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000442680.1	ENSP00000445175.1	NA	4jnk_1	NA	NA	4jnk_1
ENSP00000358327.3	ENSP00000377210.2	4jb8_1	NA	NA	3ibf_1	NA
ENSP00000358327.3	ENSP00000428929.1	4jb8_1	NA	NA	3ibf_1	NA
ENSP00000358327.3	ENSP00000428372.1	4jb8_1	NA	NA	3ibf_1	NA
ENSP00000358327.3	ENSP00000377213.4	4jb8_1	NA	NA	3ibf_1	NA
ENSP00000358327.3	ENSP00000407142.2	4jb8_1	NA	NA	3ibf_1	NA
ENSP00000327054.3	ENSP00000357283.4	NA	2xv5_1	NA	NA	2xv5_1
ENSP00000357283.4	ENSP00000486528.1	2xv5_1	NA	NA	2xv5_1	NA
ENSP00000261366.5	ENSP00000357283.4	3tyy_1	2xv5_1	NA	3tyy_1	2xv5_1
ENSP00000357283.4	ENSP00000486992.1	2xv5_1	NA	NA	2xv5_1	NA
ENSP00000357283.4	ENSP00000378761.1	2xv5_1	NA	NA	2xv5_1	NA
ENSP00000359910.4	ENSP00000409284.2	5lf4_1	NA	NA	NA	NA
ENSP00000359910.4	ENSP00000440327.2	5lf4_1	NA	NA	NA	NA
ENSP00000345584.6	ENSP00000359910.4	NA	5lf4_1	NA	NA	NA
ENSP00000311121.6	ENSP00000359910.4	NA	5lf4_1	NA	NA	NA
ENSP00000359910.4	ENSP00000482057.1	5lf4_1	NA	NA	NA	NA
ENSP00000355325.6	ENSP00000378748.3	5lf4_1	NA	NA	NA	NA
ENSP00000355325.6	ENSP00000364016.3	5lf4_1	NA	NA	NA	NA
ENSP00000355325.6	ENSP00000364015.2	5lf4_1	NA	NA	NA	NA
ENSP00000296370.3	ENSP00000426768.1	1j55_1	NA	NA	1j55_1	NA
ENSP00000296370.3	ENSP00000320430.4	1j55_1	NA	NA	1j55_1	NA
ENSP00000296370.3	ENSP00000483535.1	1j55_1	NA	NA	1j55_1	NA
ENSP00000363304.1	ENSP00000493048.1	4ux9_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000454214.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000454799.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000457535.1	5w5c_1	NA	NA	NA	NA
ENSP00000249647.3	ENSP00000254976.2	NA	5w5c_1	NA	NA	NA
ENSP00000254976.2	ENSP00000455339.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000455472.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000455652.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000458012.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000454842.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000456035.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000380327.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000456144.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000455102.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000456000.1	5w5c_1	NA	NA	NA	NA
ENSP00000207062.1	ENSP00000254976.2	NA	5w5c_1	NA	NA	NA
ENSP00000254976.2	ENSP00000485888.1	5w5c_1	NA	NA	NA	NA
ENSP00000254976.2	ENSP00000486335.1	5w5c_1	NA	NA	NA	NA
ENSP00000356902.1	ENSP00000386935.3	1jvg_1	NA	NA	1jvg_1	NA
ENSP00000356902.1	ENSP00000484649.1	1jvg_1	NA	NA	1jvg_1	NA
ENSP00000353409.3	ENSP00000356902.1	NA	1jvg_1	NA	NA	1jvg_1
ENSP00000262506.3	ENSP00000496569.1	NA	1jwh_1	NA	NA	NA
ENSP00000456606.2	ENSP00000496569.1	NA	1jwh_1	NA	NA	NA
ENSP00000457911.1	ENSP00000496569.1	NA	1jwh_1	NA	NA	NA
ENSP00000454874.1	ENSP00000496569.1	NA	1jwh_1	NA	NA	NA
ENSP00000380638.1	ENSP00000429082.1	NA	3pxk_1	NA	NA	3pxk_1
ENSP00000429082.1	ENSP00000429694.1	3pxk_1	NA	NA	3pxk_1	NA
ENSP00000429082.1	ENSP00000430404.1	3pxk_1	NA	NA	3pxk_1	NA
ENSP00000332816.6	ENSP00000429082.1	NA	3pxk_1	NA	NA	3pxk_1
ENSP00000428271.1	ENSP00000429082.1	NA	3pxk_1	NA	NA	3pxk_1
ENSP00000416174.1	ENSP00000429082.1	NA	3pxk_1	NA	NA	3pxk_1
ENSP00000427931.1	ENSP00000429082.1	NA	3pxk_1	NA	NA	3pxk_1
ENSP00000428837.1	ENSP00000429082.1	NA	3pxk_1	NA	NA	3pxk_1
ENSP00000391995.2	ENSP00000429082.1	NA	3pxk_1	NA	NA	3pxk_1
ENSP00000305769.4	ENSP00000441954.2	1khu_1	5x6g_1	NA	1khu_1	NA
ENSP00000305769.4	ENSP00000425749.1	1khu_1	NA	NA	1khu_1	NA
ENSP00000305769.4	ENSP00000424279.1	1khu_1	NA	NA	1khu_1	NA
ENSP00000305769.4	ENSP00000426696.2	1khu_1	NA	NA	1khu_1	NA
ENSP00000305769.4	ENSP00000427330.1	1khu_1	NA	NA	1khu_1	NA
ENSP00000305769.4	ENSP00000422954.1	1khu_1	NA	NA	1khu_1	NA
ENSP00000305769.4	ENSP00000427474.1	1khu_1	NA	NA	1khu_1	NA
ENSP00000305769.4	ENSP00000427650.1	1khu_1	NA	NA	1khu_1	NA
ENSP00000305769.4	ENSP00000446474.2	1khu_1	NA	NA	1khu_1	NA
ENSP00000305769.4	ENSP00000382216.2	1khu_1	NA	NA	1khu_1	NA
ENSP00000239885.6	ENSP00000305769.4	NA	1khu_1	NA	NA	1khu_1
ENSP00000305769.4	ENSP00000369154.4	1khu_1	NA	NA	1khu_1	NA
ENSP00000356070.3	ENSP00000396467.1	3a2c_1	NA	NA	3a2c_1	NA
ENSP00000356070.3	ENSP00000410970.1	3a2c_1	NA	NA	3a2c_1	NA
ENSP00000350639.2	ENSP00000356070.3	NA	3a2c_1	NA	NA	3a2c_1
ENSP00000356070.3	ENSP00000402045.1	3a2c_1	NA	NA	3a2c_1	NA
ENSP00000356070.3	ENSP00000394894.1	3a2c_1	NA	NA	3a2c_1	NA
ENSP00000356070.3	ENSP00000478922.1	3a2c_1	NA	NA	3a2c_1	NA
ENSP00000312987.3	ENSP00000379701.2	3cbb_1	NA	NA	4b7w_1	NA
ENSP00000332973.4	ENSP00000382216.2	1ozj_1	NA	NA	NA	NA
ENSP00000239885.6	ENSP00000332973.4	NA	1ozj_1	NA	NA	NA
ENSP00000332973.4	ENSP00000369154.4	1ozj_1	NA	NA	NA	NA
ENSP00000290921.6	ENSP00000338615.5	4u6s_1	NA	NA	4u6s_1	NA
ENSP00000290921.6	ENSP00000311825.6	4u6s_1	NA	NA	4u6s_1	NA
ENSP00000290921.6	ENSP00000357816.5	4u6s_1	NA	NA	4u6s_1	NA
ENSP00000290921.6	ENSP00000434630.1	4u6s_1	NA	NA	4u6s_1	NA
ENSP00000290921.6	ENSP00000436285.1	4u6s_1	NA	NA	4u6s_1	NA
ENSP00000290921.6	ENSP00000410474.2	4u6s_1	NA	NA	4u6s_1	NA
ENSP00000290921.6	ENSP00000481909.1	4u6s_1	NA	NA	4u6s_1	NA
ENSP00000290921.6	ENSP00000434424.1	4u6s_1	NA	NA	4u6s_1	NA
ENSP00000244769.3	ENSP00000415822.2	1oa8_1	NA	NA	1oa8_1	NA
ENSP00000497249.1	ENSP00000498905.1	1oki_1	NA	NA	1oki_1	NA
ENSP00000381273.2	ENSP00000497249.1	NA	1oki_1	NA	NA	1oki_1
ENSP00000335153.7	ENSP00000360709.5	2yi7_1	NA	NA	2yi7_1	NA
ENSP00000325875.3	ENSP00000335153.7	NA	2yi7_1	NA	NA	2yi7_1
ENSP00000335153.7	ENSP00000360609.1	2yi7_1	NA	NA	2yi7_1	NA
ENSP00000335153.7	ENSP00000481908.1	2yi7_1	NA	NA	2yi7_1	NA
ENSP00000398516.2	ENSP00000431962.1	1oyx_1	4l59_1	NA	1oyx_1	4l59_1
ENSP00000398516.2	ENSP00000436617.1	1oyx_1	NA	NA	1oyx_1	NA
ENSP00000398516.2	ENSP00000437185.1	1oyx_1	NA	NA	1oyx_1	NA
ENSP00000398516.2	ENSP00000433257.1	1oyx_1	NA	NA	1oyx_1	NA
ENSP00000357121.2	ENSP00000398516.2	NA	1oyx_1	NA	NA	1oyx_1
ENSP00000398516.2	ENSP00000436706.1	1oyx_1	NA	NA	1oyx_1	NA
ENSP00000357118.2	ENSP00000398516.2	NA	1oyx_1	NA	NA	1oyx_1
ENSP00000354526.2	ENSP00000398516.2	NA	1oyx_1	NA	NA	1oyx_1
ENSP00000233121.2	ENSP00000364721.5	NA	1vka_1	3tq7_1	NA	1vka_1
ENSP00000364721.5	ENSP00000383915.3	1vka_1	NA	NA	1vka_1	NA
ENSP00000364721.5	ENSP00000497057.1	1vka_1	NA	NA	1vka_1	NA
ENSP00000364721.5	ENSP00000391705.1	1vka_1	NA	NA	1vka_1	NA
ENSP00000364721.5	ENSP00000385715.1	1vka_1	NA	NA	1vka_1	NA
ENSP00000288135.5	ENSP00000422212.1	3g0f_2	NA	NA	3g0f_2	NA
ENSP00000286301.3	ENSP00000288135.5	NA	3g0f_2	NA	NA	3g0f_2
ENSP00000288135.5	ENSP00000427545.1	3g0f_2	NA	NA	3g0f_2	NA
ENSP00000288135.5	ENSP00000421174.1	3g0f_2	NA	NA	3g0f_2	NA
ENSP00000288135.5	ENSP00000445282.1	3g0f_2	NA	NA	3g0f_2	NA
ENSP00000261799.4	ENSP00000288135.5	NA	3g0f_2	NA	NA	3g0f_2
ENSP00000288135.5	ENSP00000430026.1	3g0f_2	NA	NA	3g0f_2	NA
ENSP00000288135.5	ENSP00000429218.1	3g0f_2	NA	NA	3g0f_2	NA
ENSP00000288135.5	ENSP00000430715.1	3g0f_2	NA	NA	3g0f_2	NA
ENSP00000227758.2	ENSP00000263464.3	NA	3eb5_1	NA	NA	3eb5_1
ENSP00000328511.6	ENSP00000487785.1	NA	1qdv_1	NA	NA	1qdv_1
ENSP00000301522.2	ENSP00000361152.5	5ijt_1	NA	NA	5ijt_1	NA
ENSP00000301522.2	ENSP00000361150.1	5ijt_1	NA	NA	5ijt_1	NA
ENSP00000301522.2	ENSP00000407034.1	5ijt_1	NA	NA	5ijt_1	NA
ENSP00000301522.2	ENSP00000389047.1	5ijt_1	NA	NA	5ijt_1	NA
ENSP00000262746.1	ENSP00000301522.2	NA	5ijt_1	NA	NA	5ijt_1
ENSP00000253083.4	ENSP00000336747.6	NA	3i00_1	NA	NA	NA
ENSP00000262948.3	ENSP00000302486.4	1s9i_1	1s9j_1	NA	1s9i_1	1s9j_1
ENSP00000262948.3	ENSP00000456438.1	1s9i_1	NA	NA	1s9i_1	NA
ENSP00000302486.4	ENSP00000471763.1	1s9j_1	NA	NA	1s9j_1	NA
ENSP00000302486.4	ENSP00000378336.1	1s9j_1	NA	NA	1s9j_1	NA
ENSP00000355904.1	ENSP00000385971.1	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000000442.6	ENSP00000355904.1	1xb7_1	1s9p_1	NA	NA	1s9p_1
ENSP00000355904.1	ENSP00000439896.1	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000355904.1	ENSP00000384851.1	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000355904.1	ENSP00000441970.1	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000355904.1	ENSP00000444710.1	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000355904.1	ENSP00000424992.2	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000355904.1	ENSP00000370270.2	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000355904.1	ENSP00000423004.1	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000355904.1	ENSP00000493776.1	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000355904.1	ENSP00000494434.1	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000355904.1	ENSP00000422488.1	1s9p_1	NA	NA	1s9p_1	NA
ENSP00000322749.8	ENSP00000416269.1	NA	1t6n_1	NA	NA	1t6n_1
ENSP00000416269.1	ENSP00000467862.1	1t6n_1	NA	NA	1t6n_1	NA
ENSP00000242776.3	ENSP00000416269.1	NA	1t6n_1	NA	NA	1t6n_1
ENSP00000416269.1	ENSP00000485838.1	1t6n_1	NA	NA	1t6n_1	NA
ENSP00000416269.1	ENSP00000467911.1	1t6n_1	NA	NA	1t6n_1	NA
ENSP00000416269.1	ENSP00000467411.1	1t6n_1	NA	NA	1t6n_1	NA
ENSP00000416269.1	ENSP00000466810.1	1t6n_1	NA	NA	1t6n_1	NA
ENSP00000416269.1	ENSP00000464801.1	1t6n_1	NA	NA	1t6n_1	NA
ENSP00000416269.1	ENSP00000465926.1	1t6n_1	NA	NA	1t6n_1	NA
ENSP00000416269.1	ENSP00000467040.1	1t6n_1	NA	NA	1t6n_1	NA
ENSP00000392929.2	ENSP00000416269.1	NA	1t6n_1	NA	NA	1t6n_1
ENSP00000222286.3	ENSP00000229239.5	3h9e_1	1u8f_1	NA	3h9e_1	1u8f_1
ENSP00000229239.5	ENSP00000466432.1	1u8f_1	NA	NA	1u8f_1	NA
ENSP00000229239.5	ENSP00000467255.1	1u8f_1	NA	NA	1u8f_1	NA
ENSP00000356853.4	ENSP00000361284.3	1uj2_1	NA	NA	1uj2_1	NA
ENSP00000356853.4	ENSP00000361285.3	1uj2_1	NA	NA	1uj2_1	NA
ENSP00000356853.4	ENSP00000432363.1	1uj2_1	NA	NA	1uj2_1	NA
ENSP00000356853.4	ENSP00000361282.3	1uj2_1	NA	NA	1uj2_1	NA
ENSP00000356853.4	ENSP00000361289.4	1uj2_1	NA	NA	1uj2_1	NA
ENSP00000381717.3	ENSP00000396901.2	3eb6_1	NA	NA	NA	NA
ENSP00000378280.4	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000378282.5	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000345285.5	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000318494.7	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000337262.7	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000337208.3	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000344069.8	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000381717.3	ENSP00000426620.1	3eb6_1	NA	NA	NA	NA
ENSP00000349722.6	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000381717.3	ENSP00000426586.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000424359.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000421904.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000427270.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000422939.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000422134.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000424710.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000421794.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000423487.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000423692.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000423324.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000425762.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000423869.1	3eb6_1	NA	NA	NA	NA
ENSP00000381717.3	ENSP00000421310.1	3eb6_1	NA	NA	NA	NA
ENSP00000378283.2	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000381717.3	ENSP00000481600.1	3eb6_1	NA	NA	NA	NA
ENSP00000363019.3	ENSP00000381717.3	NA	3eb6_1	NA	NA	NA
ENSP00000381717.3	ENSP00000479814.1	3eb6_1	NA	NA	NA	NA
ENSP00000280377.5	ENSP00000341028.4	3lmn_1	NA	NA	3lmn_1	NA
ENSP00000265560.4	ENSP00000280377.5	2y6e_1	3lmn_1	NA	NA	3lmn_1
ENSP00000280377.5	ENSP00000399079.1	3lmn_1	NA	NA	3lmn_1	NA
ENSP00000280377.5	ENSP00000400623.1	3lmn_1	NA	NA	3lmn_1	NA
ENSP00000280377.5	ENSP00000408274.1	3lmn_1	NA	NA	3lmn_1	NA
ENSP00000382976.2	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000318543.7	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000382975.3	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000431962.1	ENSP00000463600.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000431962.1	ENSP00000462090.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000431962.1	ENSP00000462295.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000431962.1	ENSP00000497791.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000415971.1	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000387971.2	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000431962.1	ENSP00000497122.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000402107.4	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000431962.1	ENSP00000497566.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000431962.1	ENSP00000497656.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000431962.1	ENSP00000498152.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000410139.2	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000431962.1	ENSP00000497414.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000431962.1	ENSP00000497749.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000431962.1	ENSP00000497303.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000362227.3	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000362226.1	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000431962.1	ENSP00000497445.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000412938.3	ENSP00000431962.1	NA	4l59_1	NA	NA	4l59_1
ENSP00000431962.1	ENSP00000497323.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000431962.1	ENSP00000497199.1	4l59_1	NA	NA	4l59_1	NA
ENSP00000350785.5	ENSP00000442973.1	2y4p_1	5a6o_1	NA	2y4p_1	5a6o_1
ENSP00000350785.5	ENSP00000470168.1	2y4p_1	NA	NA	2y4p_1	NA
ENSP00000350785.5	ENSP00000471154.1	2y4p_1	NA	NA	2y4p_1	NA
ENSP00000350785.5	ENSP00000472988.1	2y4p_1	NA	NA	2y4p_1	NA
ENSP00000350785.5	ENSP00000470115.1	2y4p_1	NA	NA	2y4p_1	NA
ENSP00000301264.3	ENSP00000350785.5	NA	2y4p_1	NA	NA	2y4p_1
ENSP00000216733.3	ENSP00000391669.3	NA	1wyx_1	NA	NA	1wyx_1
ENSP00000340607.3	ENSP00000391669.3	NA	1wyx_1	NA	NA	1wyx_1
ENSP00000391669.3	ENSP00000416684.2	1wyx_1	NA	NA	1wyx_1	NA
